Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE"
People,"Hispanic or Latino and Race","Not Hispanic or Latino","728,524","(+/-3,929)","737,228","(+/-4,416)","699,163","(+/-9,136)","724,611","(+/-15,223)","702,711","(+/-16,422)","710,852","(+/-15,625)","612,121","(+/-8,363)","702,341","(+/-1,727)","386,286","(+/-12,806)","534,796","(+/-15,630)","659,880","(+/-16,381)","686,018","(+/-8,855)","680,109","(+/-6,617)","557,632","(+/-14,120)","586,032","(+/-17,655)","658,656","(+/-13,062)","707,582","(+/-7,919)","578,753","(+/-10,608)","650,616","(+/-10,824)","580,304","(+/-16,111)","658,523","(+/-9,641)","568,091","(+/-12,582)","594,930","(+/-18,114)","477,178","(+/-14,320)","422,290","(+/-13,766)","212,002","(+/-11,033)","203,080","(+/-10,520)","199,475","(+/-11,202)"
People,"Place of Birth","Total population","789,347","(+/-4,092)","792,422","(+/-4,329)","794,723","(+/-9,231)","801,792","(+/-16,022)","801,685","(+/-16,985)","812,621","(+/-16,345)","788,222","(+/-7,535)","801,682","(+/-2,068)","821,662","(+/-19,029)","766,928","(+/-20,897)","822,462","(+/-17,755)","806,076","(+/-9,606)","763,693","(+/-6,100)","782,155","(+/-17,877)","817,831","(+/-21,314)","824,961","(+/-16,011)","839,779","(+/-9,671)","833,693","(+/-12,709)","802,244","(+/-12,054)","768,934","(+/-16,999)","807,943","(+/-10,348)","783,947","(+/-14,821)","768,707","(+/-15,272)","791,673","(+/-18,650)","767,802","(+/-11,806)","796,673","(+/-15,683)","754,619","(+/-18,976)","740,547","(+/-18,599)"
People,"Place of Birth",Native,"742,072","(+/-6,381)","750,780","(+/-5,045)","729,703","(+/-10,437)","747,408","(+/-14,946)","687,548","(+/-16,079)","748,882","(+/-15,629)","685,867","(+/-11,749)","717,417","(+/-6,254)","607,000","(+/-20,389)","593,567","(+/-18,941)","696,232","(+/-16,922)","731,393","(+/-11,382)","666,543","(+/-10,522)","625,522","(+/-16,119)","673,591","(+/-20,045)","708,698","(+/-15,371)","709,164","(+/-10,390)","725,080","(+/-13,109)","665,618","(+/-12,427)","495,412","(+/-13,530)","677,336","(+/-11,873)","546,859","(+/-14,385)","535,955","(+/-15,893)","413,174","(+/-15,100)","458,120","(+/-13,815)","370,400","(+/-16,300)","346,779","(+/-14,133)","371,430","(+/-14,810)"
People,"Place of Birth","Born in United States","719,772","(+/-6,007)","734,247","(+/-5,267)","699,953","(+/-11,207)","724,856","(+/-14,765)","663,574","(+/-15,715)","723,756","(+/-15,805)","647,446","(+/-11,102)","693,449","(+/-6,227)","486,610","(+/-17,866)","536,947","(+/-18,910)","655,115","(+/-17,566)","708,858","(+/-11,845)","649,891","(+/-10,351)","589,636","(+/-14,453)","630,131","(+/-19,804)","679,468","(+/-14,715)","690,620","(+/-10,396)","670,876","(+/-13,154)","650,151","(+/-12,244)","467,466","(+/-13,338)","655,845","(+/-12,749)","522,608","(+/-13,837)","516,516","(+/-16,199)","393,089","(+/-14,971)","431,799","(+/-12,466)","345,647","(+/-15,692)","319,810","(+/-12,765)","344,734","(+/-14,548)"
People,"Place of Birth","State of residence","301,885","(+/-11,423)","432,645","(+/-8,693)","401,540","(+/-12,611)","407,237","(+/-14,532)","295,074","(+/-12,137)","300,004","(+/-12,400)","270,245","(+/-10,203)","244,329","(+/-7,892)","208,773","(+/-15,243)","277,018","(+/-12,611)","273,890","(+/-12,738)","283,163","(+/-10,489)","232,752","(+/-10,280)","294,543","(+/-12,667)","327,331","(+/-15,942)","264,636","(+/-13,251)","204,027","(+/-9,577)","368,061","(+/-11,828)","171,819","(+/-9,464)","303,774","(+/-12,504)","277,088","(+/-12,206)","221,519","(+/-11,416)","226,230","(+/-13,516)","289,041","(+/-12,824)","261,371","(+/-11,736)","219,308","(+/-12,045)","216,814","(+/-11,081)","248,812","(+/-13,122)"
People,"Place of Birth","Different state","417,887","(+/-10,291)","301,602","(+/-7,967)","298,413","(+/-11,389)","317,619","(+/-12,150)","368,500","(+/-11,438)","423,752","(+/-14,176)","377,201","(+/-10,593)","449,120","(+/-8,470)","277,837","(+/-12,127)","259,929","(+/-11,667)","381,225","(+/-14,111)","425,695","(+/-10,122)","417,139","(+/-9,816)","295,093","(+/-11,493)","302,800","(+/-12,554)","414,832","(+/-13,133)","486,593","(+/-9,345)","302,815","(+/-8,356)","478,332","(+/-10,968)","163,692","(+/-8,862)","378,757","(+/-10,087)","301,089","(+/-9,732)","290,286","(+/-11,061)","104,048","(+/-7,305)","170,428","(+/-8,510)","126,339","(+/-8,152)","102,996","(+/-6,415)","95,922","(+/-6,685)"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","22,300","(+/-3,426)","16,533","(+/-2,770)","29,750","(+/-5,002)","22,552","(+/-3,231)","23,974","(+/-3,764)","25,126","(+/-5,022)","38,421","(+/-4,594)","23,968","(+/-3,550)","120,390","(+/-11,124)","56,620","(+/-6,317)","41,117","(+/-5,360)","22,535","(+/-3,448)","16,652","(+/-2,827)","35,886","(+/-5,458)","43,460","(+/-4,856)","29,230","(+/-5,011)","18,544","(+/-3,301)","54,204","(+/-7,142)","15,467","(+/-2,922)","27,946","(+/-4,960)","21,491","(+/-4,091)","24,251","(+/-4,272)","19,439","(+/-3,462)","20,085","(+/-3,352)","26,321","(+/-4,548)","24,753","(+/-4,459)","26,969","(+/-3,943)","26,696","(+/-3,788)"
People,"Place of Birth","Foreign born","47,275","(+/-4,832)","41,642","(+/-3,323)","65,020","(+/-5,933)","54,384","(+/-6,739)","114,137","(+/-8,972)","63,739","(+/-5,503)","102,355","(+/-8,657)","84,265","(+/-5,723)","214,662","(+/-13,667)","173,361","(+/-13,708)","126,230","(+/-10,475)","74,683","(+/-6,177)","97,150","(+/-8,217)","156,633","(+/-9,737)","144,240","(+/-11,315)","116,263","(+/-11,472)","130,615","(+/-7,669)","108,613","(+/-9,777)","136,626","(+/-9,705)","273,522","(+/-15,632)","130,607","(+/-8,683)","237,088","(+/-10,170)","232,752","(+/-12,874)","378,499","(+/-15,153)","309,682","(+/-12,982)","426,273","(+/-13,826)","407,840","(+/-14,327)","369,117","(+/-13,475)"
People,Ancestry,"Total population","789,347","(+/-4,092)","792,422","(+/-4,329)","794,723","(+/-9,231)","801,792","(+/-16,022)","801,685","(+/-16,985)","812,621","(+/-16,345)","788,222","(+/-7,535)","801,682","(+/-2,068)","821,662","(+/-19,029)","766,928","(+/-20,897)","822,462","(+/-17,755)","806,076","(+/-9,606)","763,693","(+/-6,100)","782,155","(+/-17,877)","817,831","(+/-21,314)","824,961","(+/-16,011)","839,779","(+/-9,671)","833,693","(+/-12,709)","802,244","(+/-12,054)","768,934","(+/-16,999)","807,943","(+/-10,348)","783,947","(+/-14,821)","768,707","(+/-15,272)","791,673","(+/-18,650)","767,802","(+/-11,806)","796,673","(+/-15,683)","754,619","(+/-18,976)","740,547","(+/-18,599)"
People,Ancestry,American,"53,258","(+/-6,459)","53,776","(+/-4,930)","58,387","(+/-11,109)","71,193","(+/-8,208)","40,217","(+/-5,185)","55,280","(+/-8,827)","74,811","(+/-8,365)","56,765","(+/-7,028)","24,924","(+/-4,291)","59,006","(+/-10,530)","125,911","(+/-14,074)","114,180","(+/-10,809)","69,444","(+/-8,985)","38,143","(+/-5,728)","61,824","(+/-8,601)","49,940","(+/-5,884)","66,588","(+/-6,027)","75,716","(+/-10,076)","72,806","(+/-8,404)","32,109","(+/-5,967)","103,587","(+/-10,250)","56,675","(+/-7,481)","40,911","(+/-5,010)","49,632","(+/-8,000)","66,008","(+/-8,896)","26,200","(+/-4,147)","24,374","(+/-3,340)","25,165","(+/-5,112)"
People,Ancestry,Arab,"2,258","(+/-1,089)","3,448","(+/-1,584)","4,915","(+/-2,541)","4,354","(+/-1,979)","11,071","(+/-4,123)","4,395","(+/-2,162)","7,503","(+/-2,628)","2,592",(+/-890),"9,385","(+/-4,119)","5,903","(+/-2,475)","4,529","(+/-1,682)","4,051","(+/-2,620)","7,880","(+/-2,856)","6,791","(+/-2,913)","11,182","(+/-4,192)","5,937","(+/-3,206)","5,360","(+/-2,044)","1,517",(+/-789),"4,115","(+/-1,543)","2,966","(+/-1,035)","2,724","(+/-1,094)","4,842","(+/-1,851)","8,088","(+/-2,676)","7,807","(+/-2,835)","12,150","(+/-3,897)","4,201","(+/-1,427)","6,752","(+/-2,663)","2,705","(+/-1,344)"
People,Ancestry,Czech,"2,021",(+/-876),"1,844",(+/-833),"1,847",(+/-816),"1,456","(+/-1,048)","2,742","(+/-1,284)","2,169",(+/-946),"1,832",(+/-970),"2,652",(+/-856),40,(+/-72),567,(+/-467),586,(+/-325),"3,212","(+/-1,186)","3,125","(+/-1,035)","1,857",(+/-899),"2,572","(+/-1,053)","2,063",(+/-904),"3,312",(+/-873),"1,543",(+/-820),"4,233","(+/-1,387)","1,183","(+/-1,039)","1,884",(+/-825),"1,600",(+/-556),"2,270",(+/-857),177,(+/-184),"1,316",(+/-741),"1,297",(+/-629),836,(+/-507),0,(+/-239)
People,Ancestry,Danish,"1,728",(+/-761),"1,580",(+/-885),"1,334",(+/-674),983,(+/-461),"1,460",(+/-699),"2,364",(+/-852),"1,385",(+/-879),"1,584",(+/-716),"1,362",(+/-816),730,(+/-890),"1,681",(+/-743),"1,491",(+/-749),"1,391",(+/-612),"1,735",(+/-692),"1,567","(+/-1,478)","1,468",(+/-884),"3,110","(+/-1,306)",833,(+/-473),"1,870",(+/-603),186,(+/-285),"2,782",(+/-999),"1,959",(+/-940),"1,008",(+/-556),519,(+/-326),518,(+/-399),316,(+/-230),"1,269",(+/-649),235,(+/-204)
People,Ancestry,Dutch,"6,899","(+/-1,825)","3,950","(+/-1,147)","10,031","(+/-5,146)","5,496","(+/-1,487)","7,309","(+/-2,254)","7,059","(+/-1,646)","6,685","(+/-1,589)","7,164","(+/-2,055)","2,248",(+/-788),"2,375",(+/-946),"5,331","(+/-1,659)","6,808","(+/-1,446)","8,774","(+/-1,579)","4,237","(+/-1,185)","6,348","(+/-1,509)","7,471","(+/-1,614)","9,129","(+/-2,096)","5,303","(+/-1,347)","7,753","(+/-1,715)","1,485",(+/-762),"5,439","(+/-1,686)","2,741","(+/-1,205)","4,243","(+/-1,463)","1,138",(+/-677),"2,264",(+/-907),"1,701",(+/-718),612,(+/-374),"1,608",(+/-823)
People,Ancestry,English,"106,734","(+/-8,289)","93,267","(+/-6,914)","104,206","(+/-9,195)","85,552","(+/-8,537)","105,346","(+/-9,453)","109,805","(+/-7,173)","71,897","(+/-5,391)","106,507","(+/-7,710)","42,564","(+/-5,503)","41,817","(+/-4,730)","83,864","(+/-6,802)","97,474","(+/-7,538)","88,729","(+/-6,423)","63,244","(+/-5,707)","62,884","(+/-6,384)","85,874","(+/-7,150)","92,973","(+/-5,307)","76,154","(+/-6,824)","92,215","(+/-6,221)","18,888","(+/-2,618)","78,549","(+/-6,474)","41,334","(+/-4,925)","46,823","(+/-6,309)","10,705","(+/-2,280)","28,186","(+/-4,931)","20,372","(+/-3,566)","16,976","(+/-2,605)","12,567","(+/-2,382)"
People,Ancestry,"French (except Basque)","17,215","(+/-2,970)","15,302","(+/-2,230)","14,263","(+/-2,739)","10,916","(+/-2,402)","16,447","(+/-3,071)","18,284","(+/-3,100)","17,140","(+/-3,007)","19,626","(+/-3,319)","8,493","(+/-2,211)","11,533","(+/-2,112)","17,110","(+/-2,960)","18,351","(+/-3,682)","19,145","(+/-2,334)","16,946","(+/-4,350)","12,494","(+/-2,096)","13,530","(+/-2,127)","21,672","(+/-2,609)","12,194","(+/-2,017)","15,988","(+/-2,711)","7,153","(+/-2,302)","15,371","(+/-2,727)","8,708","(+/-1,705)","15,076","(+/-2,911)","6,252","(+/-1,984)","8,243","(+/-2,463)","6,891","(+/-1,914)","8,899","(+/-2,080)","5,497","(+/-1,808)"
People,Ancestry,"French Canadian","4,119","(+/-1,774)","1,072",(+/-514),"3,276","(+/-1,053)","2,550",(+/-889),"4,246","(+/-1,315)","4,362","(+/-1,615)","3,935","(+/-1,428)","6,722","(+/-2,235)","3,487","(+/-2,332)",977,(+/-498),"5,211","(+/-1,744)","5,251","(+/-1,263)","6,606","(+/-1,327)","3,040","(+/-1,211)","2,575",(+/-772),"4,779","(+/-1,071)","7,901","(+/-1,754)","2,778",(+/-984),"6,521","(+/-1,358)","2,808","(+/-1,426)","6,975","(+/-1,876)","2,679","(+/-1,017)","2,564",(+/-765),"1,349","(+/-1,025)","2,578",(+/-878),"1,458",(+/-616),857,(+/-592),438,(+/-286)
People,Ancestry,German,"98,182","(+/-8,605)","66,522","(+/-5,619)","83,642","(+/-6,925)","67,647","(+/-5,388)","95,197","(+/-7,943)","103,841","(+/-7,544)","85,114","(+/-6,854)","104,242","(+/-6,649)","54,376","(+/-9,487)","49,242","(+/-4,538)","93,479","(+/-8,933)","104,603","(+/-7,412)","104,512","(+/-6,438)","74,291","(+/-6,000)","71,595","(+/-5,974)","95,058","(+/-7,014)","123,838","(+/-8,178)","75,439","(+/-7,178)","114,692","(+/-7,446)","27,071","(+/-4,200)","83,944","(+/-6,576)","55,378","(+/-5,277)","58,103","(+/-5,872)","15,334","(+/-2,756)","37,130","(+/-5,796)","23,638","(+/-3,075)","23,845","(+/-4,129)","17,458","(+/-2,167)"
People,Ancestry,Greek,"2,635","(+/-1,119)","2,313","(+/-1,262)","2,266","(+/-1,028)","2,626","(+/-1,270)","4,126","(+/-1,534)","2,668","(+/-1,209)","3,024","(+/-1,211)","2,894",(+/-889),"1,698",(+/-836),"2,266","(+/-1,147)","2,463","(+/-1,048)","7,450","(+/-2,262)","9,120","(+/-2,820)","5,772","(+/-1,727)","5,238","(+/-2,634)","3,493","(+/-1,265)","5,402","(+/-2,220)","3,214","(+/-1,499)","3,489","(+/-1,132)","1,054",(+/-582),"3,627","(+/-1,364)","3,906","(+/-1,249)","4,730","(+/-1,325)","1,883",(+/-848),"1,908","(+/-1,131)",427,(+/-288),"2,204",(+/-888),"1,190",(+/-715)
People,Ancestry,Hungarian,"2,203","(+/-1,117)",989,(+/-492),"5,358","(+/-2,336)","2,303","(+/-1,155)","2,701","(+/-1,319)","4,348","(+/-1,223)","4,437","(+/-1,586)","4,964","(+/-1,341)","2,495","(+/-1,400)","1,109",(+/-459),"3,065",(+/-907),"5,399","(+/-1,306)","4,999","(+/-1,542)","3,179","(+/-1,002)","3,316","(+/-1,605)","5,723","(+/-1,609)","6,781","(+/-1,851)","2,623","(+/-1,200)","6,777","(+/-1,907)","1,179",(+/-497),"4,954","(+/-1,435)","6,193","(+/-1,798)","6,202","(+/-1,532)","1,580",(+/-776),"3,794","(+/-1,257)","1,120",(+/-538),972,(+/-442),654,(+/-420)
People,Ancestry,Irish,"89,407","(+/-6,924)","70,134","(+/-5,424)","86,036","(+/-8,428)","59,538","(+/-5,882)","96,849","(+/-8,808)","94,903","(+/-7,223)","78,281","(+/-5,693)","94,920","(+/-7,284)","37,726","(+/-4,667)","35,931","(+/-4,007)","76,375","(+/-8,639)","91,127","(+/-6,675)","101,276","(+/-8,467)","67,179","(+/-5,437)","69,657","(+/-6,901)","84,008","(+/-7,743)","107,520","(+/-7,240)","55,460","(+/-4,693)","98,182","(+/-6,757)","29,612","(+/-4,773)","88,047","(+/-6,444)","59,199","(+/-6,145)","57,071","(+/-5,600)","10,518","(+/-2,059)","30,059","(+/-4,617)","25,416","(+/-4,440)","19,470","(+/-3,347)","13,901","(+/-2,178)"
People,Ancestry,Italian,"30,367","(+/-3,683)","25,647","(+/-3,540)","38,010","(+/-4,976)","27,878","(+/-5,061)","56,392","(+/-7,685)","54,302","(+/-5,666)","56,813","(+/-5,968)","56,994","(+/-5,689)","33,500","(+/-4,640)","33,050","(+/-4,262)","50,767","(+/-6,564)","70,742","(+/-6,335)","68,913","(+/-5,169)","48,216","(+/-5,877)","43,898","(+/-5,576)","49,701","(+/-5,783)","64,809","(+/-6,947)","30,160","(+/-4,004)","72,005","(+/-5,761)","31,981","(+/-5,294)","74,027","(+/-6,082)","59,172","(+/-5,637)","68,936","(+/-6,489)","22,601","(+/-3,529)","40,582","(+/-4,488)","30,819","(+/-4,073)","23,365","(+/-3,526)","17,849","(+/-3,035)"
People,Ancestry,Lithuanian,348,(+/-206),"1,124",(+/-621),959,(+/-532),600,(+/-405),"2,250","(+/-1,707)","2,253",(+/-897),821,(+/-502),"1,123",(+/-571),693,(+/-507),595,(+/-409),965,(+/-642),"1,406",(+/-613),"2,397",(+/-892),"1,751","(+/-1,436)",991,(+/-638),"1,470",(+/-744),"2,390","(+/-1,002)",296,(+/-258),"2,617","(+/-1,114)","1,037",(+/-819),"2,936","(+/-1,342)","2,299",(+/-837),"2,834","(+/-1,115)",645,(+/-357),"1,108",(+/-604),807,(+/-682),405,(+/-249),256,(+/-244)
People,Ancestry,Norwegian,"6,956","(+/-2,331)","4,467","(+/-1,938)","4,396","(+/-1,391)","3,859","(+/-1,309)","6,997","(+/-2,187)","6,232","(+/-1,540)","4,442","(+/-1,497)","6,663","(+/-1,371)","4,234","(+/-1,747)","3,042",(+/-976),"4,893","(+/-1,257)","4,291","(+/-1,076)","6,233","(+/-1,942)","4,801","(+/-1,477)","4,569","(+/-1,313)","4,947","(+/-1,268)","6,879","(+/-1,246)","3,079",(+/-827),"9,531","(+/-2,148)","1,235",(+/-923),"5,695","(+/-1,423)","2,001",(+/-687),"3,833","(+/-1,458)","1,605",(+/-743),831,(+/-495),"2,544","(+/-1,114)",701,(+/-361),"1,159",(+/-782)
People,Ancestry,Polish,"12,605","(+/-2,449)","9,166","(+/-2,803)","12,557","(+/-2,718)","8,344","(+/-2,335)","17,645","(+/-2,832)","20,453","(+/-2,996)","21,633","(+/-2,975)","20,318","(+/-2,925)","8,779","(+/-2,065)","10,943","(+/-1,963)","18,834","(+/-2,874)","26,000","(+/-4,434)","29,757","(+/-4,002)","17,175","(+/-2,688)","15,023","(+/-2,602)","20,325","(+/-3,369)","30,614","(+/-3,553)","9,454","(+/-1,702)","28,769","(+/-3,727)","7,147","(+/-1,909)","23,270","(+/-3,263)","28,642","(+/-3,819)","26,189","(+/-5,201)","8,190","(+/-1,570)","12,932","(+/-2,523)","5,993","(+/-1,651)","6,905","(+/-1,282)","5,651","(+/-1,775)"
People,Ancestry,Portuguese,"2,684","(+/-1,108)","1,376",(+/-567),"2,434",(+/-816),"2,911","(+/-1,216)","4,472","(+/-1,891)","4,392","(+/-1,645)","2,953","(+/-1,195)","2,859","(+/-1,175)","3,566","(+/-1,092)","3,870","(+/-1,639)","4,987","(+/-2,188)","4,431","(+/-1,919)","6,457","(+/-2,793)","3,067","(+/-1,098)","1,324",(+/-901),"3,541","(+/-1,494)","5,443","(+/-2,044)","1,463",(+/-734),"5,526","(+/-1,727)",863,(+/-563),"3,703","(+/-1,012)","3,747","(+/-2,233)","6,657","(+/-1,991)","3,153",(+/-909),"4,678","(+/-1,872)","1,985",(+/-670),"5,319","(+/-1,663)","1,533",(+/-784)
People,Ancestry,Russian,"3,058","(+/-1,173)","5,614","(+/-2,521)","1,996",(+/-738),"2,229","(+/-1,008)","7,590","(+/-2,810)","4,769","(+/-1,261)","6,693","(+/-2,260)","4,973","(+/-1,193)","2,993","(+/-1,510)","4,366","(+/-1,758)","8,312","(+/-3,105)","4,372","(+/-1,799)","8,124","(+/-2,256)","3,616",(+/-996),"2,883","(+/-1,135)","4,269","(+/-1,583)","9,687","(+/-2,300)",864,(+/-425),"5,360","(+/-1,234)","5,948","(+/-1,562)","8,481","(+/-1,798)","19,833","(+/-2,888)","18,739","(+/-4,193)","8,421","(+/-2,045)","10,326","(+/-2,418)","1,334",(+/-591),"5,564","(+/-1,515)","1,224",(+/-599)
People,Ancestry,Scotch-Irish,"9,870","(+/-2,196)","10,290","(+/-2,273)","6,378","(+/-1,636)","8,219","(+/-2,390)","6,063","(+/-1,945)","8,489","(+/-2,932)","8,047","(+/-2,298)","8,149","(+/-1,850)","1,965",(+/-678),"4,414","(+/-1,912)","6,795","(+/-1,642)","6,697","(+/-2,194)","9,575","(+/-2,157)","5,165","(+/-1,378)","6,631","(+/-1,510)","5,225","(+/-1,403)","9,245","(+/-2,414)","5,076","(+/-1,245)","5,499","(+/-1,101)","1,055",(+/-622),"4,473","(+/-1,234)","3,119","(+/-1,066)","3,454","(+/-1,304)",547,(+/-273),"1,406",(+/-789),"1,160",(+/-651),797,(+/-386),"1,139",(+/-591)
People,Ancestry,Scottish,"18,569","(+/-3,071)","14,814","(+/-2,459)","20,042","(+/-4,174)","17,586","(+/-3,584)","18,203","(+/-3,039)","13,583","(+/-2,855)","12,830","(+/-2,297)","19,660","(+/-3,068)","4,387","(+/-1,213)","8,049","(+/-1,725)","13,466","(+/-2,534)","14,206","(+/-2,551)","15,099","(+/-2,016)","10,603","(+/-1,905)","10,651","(+/-1,791)","14,134","(+/-2,195)","16,575","(+/-2,413)","12,102","(+/-2,428)","14,650","(+/-2,198)","3,802","(+/-1,244)","15,376","(+/-3,060)","6,723","(+/-1,660)","8,857","(+/-2,580)","1,591",(+/-594),"4,848","(+/-1,897)","2,273","(+/-1,157)","3,947","(+/-1,553)","3,221","(+/-1,238)"
People,Ancestry,Slovak,733,(+/-479),358,(+/-324),512,(+/-332),"1,317",(+/-910),538,(+/-406),940,(+/-503),"1,248",(+/-709),"2,041",(+/-714),796,(+/-578),920,(+/-553),"1,327",(+/-641),"2,211","(+/-1,048)","2,280",(+/-919),"1,430",(+/-857),"1,015",(+/-871),"1,361",(+/-585),"2,801",(+/-849),867,(+/-555),"2,565",(+/-964),250,(+/-236),"2,254","(+/-1,813)",926,(+/-470),"1,210",(+/-546),285,(+/-200),736,(+/-971),439,(+/-324),436,(+/-270),197,(+/-160)
People,Ancestry,"Subsaharan African","7,752","(+/-2,910)","7,223","(+/-2,268)","12,510","(+/-3,070)","9,787","(+/-3,623)","8,514","(+/-3,114)","7,205","(+/-2,791)","2,934","(+/-1,476)","5,271","(+/-2,341)","9,980","(+/-4,872)","10,491","(+/-4,284)","10,923","(+/-4,097)","2,976","(+/-1,708)","3,744","(+/-1,699)","6,805","(+/-2,768)","6,726","(+/-1,938)","5,894","(+/-2,325)","2,519","(+/-1,514)","4,184","(+/-1,756)","4,176","(+/-1,934)","7,942","(+/-2,145)","4,189","(+/-1,734)","5,188","(+/-2,039)","7,477","(+/-4,359)","6,470","(+/-2,482)","3,303","(+/-1,801)","2,796","(+/-1,467)","3,687","(+/-1,360)","4,029","(+/-1,894)"
People,Ancestry,Swedish,"6,251","(+/-1,962)","4,473","(+/-1,349)","5,274","(+/-1,820)","3,818","(+/-1,396)","8,894","(+/-2,558)","5,776","(+/-1,848)","6,943","(+/-1,629)","9,037","(+/-2,142)","3,587","(+/-1,588)","3,137","(+/-1,124)","6,695","(+/-1,802)","8,769","(+/-2,181)","7,648","(+/-1,398)","5,347","(+/-1,635)","5,527","(+/-1,887)","6,623","(+/-1,643)","9,491","(+/-1,803)","3,808",(+/-924),"10,390","(+/-1,758)","1,194",(+/-549),"8,372","(+/-2,304)","2,615",(+/-970),"2,989",(+/-959),758,(+/-470),"1,649",(+/-914),"3,154","(+/-1,591)","2,511","(+/-1,471)","1,842",(+/-804)
People,Ancestry,Swiss,"1,557",(+/-731),"1,081",(+/-491),805,(+/-593),263,(+/-211),"1,647",(+/-764),"1,796",(+/-770),"1,245",(+/-626),"2,425","(+/-1,101)",597,(+/-572),914,(+/-656),"1,489",(+/-774),"1,092",(+/-671),"2,132",(+/-827),"1,721",(+/-637),924,(+/-477),"1,879","(+/-1,012)","1,500",(+/-570),914,(+/-470),"3,296","(+/-1,956)",303,(+/-265),"1,953",(+/-813),756,(+/-471),"2,357","(+/-1,489)",802,(+/-752),306,(+/-248),436,(+/-319),"1,747",(+/-791),124,(+/-145)
People,Ancestry,Ukrainian,"2,093",(+/-823),"2,051","(+/-1,674)","1,767",(+/-892),"1,008",(+/-739),"4,567","(+/-1,937)","2,920","(+/-1,160)","2,820","(+/-1,732)","2,279","(+/-1,121)",469,(+/-451),"1,444",(+/-669),"2,429","(+/-1,162)","2,818","(+/-1,533)","3,450","(+/-1,149)","1,961",(+/-764),"2,982","(+/-1,155)","5,373","(+/-1,999)","6,081","(+/-1,870)",617,(+/-356),"3,257",(+/-865),"1,216",(+/-808),"3,151","(+/-1,260)","4,640","(+/-1,123)","6,208","(+/-1,718)","3,352","(+/-1,560)","3,145","(+/-1,132)","1,471",(+/-951),"1,008",(+/-463),883,(+/-716)
People,Ancestry,Welsh,"4,008","(+/-1,189)","4,967","(+/-1,366)","3,700","(+/-1,540)","2,903","(+/-1,714)","5,217","(+/-1,981)","3,682",(+/-945),"2,878","(+/-1,167)","5,386","(+/-1,482)","1,507",(+/-672),"1,999",(+/-812),"3,287","(+/-1,414)","3,825",(+/-921),"3,595",(+/-979),"3,248","(+/-1,194)","3,770","(+/-1,249)","3,562",(+/-977),"4,549","(+/-1,550)","2,794",(+/-802),"5,113","(+/-1,809)","1,550","(+/-1,312)","4,306","(+/-1,147)","1,794",(+/-723),"1,447",(+/-559),520,(+/-376),"1,414",(+/-693),"1,293",(+/-948),993,(+/-563),380,(+/-329)
People,Ancestry,"West Indian (excluding Hispanic origin groups)","8,299","(+/-2,540)","9,080","(+/-2,798)","10,737","(+/-3,331)","20,139","(+/-5,940)","14,583","(+/-5,290)","6,394","(+/-1,853)","17,803","(+/-4,157)","14,992","(+/-3,770)","31,646","(+/-6,032)","61,744","(+/-8,235)","25,720","(+/-6,596)","11,584","(+/-2,858)","7,110","(+/-2,589)","16,966","(+/-4,074)","18,925","(+/-4,877)","27,947","(+/-6,880)","18,204","(+/-4,635)","29,288","(+/-8,720)","14,843","(+/-4,665)","178,813","(+/-17,213)","35,435","(+/-6,788)","81,106","(+/-7,874)","61,222","(+/-9,054)","149,147","(+/-15,068)","53,529","(+/-8,509)","16,738","(+/-3,881)","10,522","(+/-2,811)","18,825","(+/-3,986)"
