Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Business,"Annual payroll ($1,000)","Educational services","135,817",G,"270,099",G,"77,218",H,"1,803,663",J,"789,141",H,"237,251",H,"103,728",H,"104,531",G,"82,880",G,"149,896",H,"176,083",G,"219,589",G,"313,216",H,"347,884",G
Business,"Annual payroll ($1,000)","Health care and social assistance","2,033,876",H,"3,171,555",H,"1,492,954",G,"4,167,646",G,"3,296,934",H,"2,164,670",H,"2,234,415",G,"1,428,461",H,"1,782,934",G,"2,072,856",H,"2,540,791",G,"1,478,134",H,"1,935,769",H,"5,131,843",H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","25,022",G,"265,658",H,"60,002",G,"74,552",G,"183,778",H,"75,046",G,"106,335",G,"113,793",H,"54,059",G,"174,402",G,"184,266",G,"252,524",G,"48,500",H,"610,633",G
Business,"Annual payroll ($1,000)","Accommodation and food services","418,095",G,"767,054",G,"636,585",G,"595,580",G,"543,436",G,"552,893",G,"595,067",G,"304,098",G,"474,703",G,"439,045",G,"930,199",G,"521,301",G,"466,647",G,"1,053,689",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","240,541",G,"628,198",G,"231,549",G,"638,153",G,"307,050",G,"385,157",G,"283,311",G,"235,091",G,"224,100",G,"310,713",G,"365,248",G,"403,633",G,"294,146",G,"791,890",G
Business,"Annual payroll ($1,000)","Industries not classified",972,H,450,H,461,H,"1,304",G,"2,339",H,884,G,657,H,716,G,301,G,623,G,560,G,500,G,685,H,859,G
Business,"Total Establishments","Total for all sectors","15,334",X,"22,871",X,"15,866",X,"16,481",X,"16,742",X,"17,916",X,"17,905",X,"14,354",X,"12,646",X,"17,208",X,"20,471",X,"16,672",X,"15,421",X,"26,562",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",147,X,12,X,134,X,34,X,43,X,20,X,74,X,90,X,72,X,42,X,61,X,5,X,48,X,11,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",14,X,9,X,14,X,11,X,32,X,13,X,10,X,15,X,14,X,14,X,22,X,5,X,14,X,8,X
Business,"Total Establishments",Utilities,50,X,44,X,42,X,33,X,39,X,30,X,48,X,43,X,49,X,61,X,49,X,42,X,47,X,63,X
Business,"Total Establishments",Construction,"1,588",X,"1,966",X,"1,834",X,"1,549",X,"1,858",X,"1,695",X,"2,120",X,"2,122",X,"1,201",X,"1,893",X,"2,615",X,"1,836",X,"2,307",X,"1,921",X
Business,"Total Establishments",Manufacturing,557,X,391,X,407,X,499,X,681,X,728,X,477,X,821,X,595,X,"1,168",X,707,X,443,X,392,X,670,X
Business,"Total Establishments","Wholesale trade",664,X,"1,007",X,481,X,591,X,634,X,"1,269",X,667,X,703,X,397,X,886,X,661,X,944,X,670,X,"1,525",X
Business,"Total Establishments","Retail trade","2,745",X,"2,501",X,"2,967",X,"2,144",X,"2,763",X,"2,489",X,"2,717",X,"2,062",X,"2,143",X,"2,589",X,"2,996",X,"2,050",X,"2,024",X,"2,763",X
Business,"Total Establishments","Transportation and warehousing",545,X,472,X,511,X,400,X,405,X,694,X,541,X,600,X,362,X,586,X,363,X,857,X,486,X,826,X
Business,"Total Establishments",Information,261,X,553,X,212,X,338,X,264,X,308,X,235,X,152,X,154,X,193,X,301,X,257,X,256,X,530,X
Business,"Total Establishments","Finance and insurance",799,X,"1,395",X,756,X,826,X,960,X,"1,031",X,885,X,650,X,613,X,847,X,918,X,820,X,713,X,"2,092",X
Business,"Total Establishments","Real estate and rental and leasing",664,X,"1,619",X,908,X,897,X,892,X,942,X,"1,202",X,679,X,627,X,871,X,"1,341",X,"1,153",X,822,X,"2,120",X
Business,"Total Establishments","Professional, scientific, and technical services","1,023",X,"4,161",X,"1,135",X,"2,229",X,"1,502",X,"1,793",X,"1,791",X,"1,148",X,"1,075",X,"1,335",X,"2,021",X,"1,870",X,"1,718",X,"3,722",X
Business,"Total Establishments","Management of companies and enterprises",58,X,241,X,51,X,90,X,120,X,143,X,83,X,63,X,41,X,90,X,54,X,118,X,75,X,507,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",795,X,"1,477",X,833,X,929,X,925,X,"1,071",X,"1,018",X,908,X,708,X,942,X,"1,164",X,"1,071",X,962,X,"1,574",X
Business,"Total Establishments","Educational services",148,X,416,X,160,X,357,X,164,X,224,X,182,X,142,X,163,X,154,X,293,X,245,X,222,X,381,X
Business,"Total Establishments","Health care and social assistance","1,931",X,"2,417",X,"1,553",X,"1,955",X,"1,660",X,"1,733",X,"2,030",X,"1,175",X,"1,424",X,"1,730",X,"2,283",X,"1,608",X,"1,565",X,"2,785",X
Business,"Total Establishments","Arts, entertainment, and recreation",184,X,380,X,295,X,308,X,299,X,279,X,317,X,224,X,185,X,306,X,434,X,312,X,233,X,472,X
Business,"Total Establishments","Accommodation and food services","1,381",X,"1,817",X,"1,860",X,"1,613",X,"1,613",X,"1,600",X,"1,776",X,"1,080",X,"1,322",X,"1,408",X,"2,070",X,"1,457",X,"1,302",X,"2,326",X
Business,"Total Establishments","Other services (except public administration)","1,760",X,"1,977",X,"1,697",X,"1,661",X,"1,867",X,"1,836",X,"1,712",X,"1,650",X,"1,488",X,"2,074",X,"2,097",X,"1,554",X,"1,547",X,"2,239",X
Business,"Total Establishments","Industries not classified",20,X,16,X,16,X,17,X,21,X,18,X,20,X,27,X,13,X,19,X,21,X,25,X,18,X,27,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
