Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE"
Housing,Value,"$200,000 to $299,999","7,012","(+/-1,313)","10,590","(+/-1,976)","7,395","(+/-1,640)","4,535","(+/-1,152)","7,204","(+/-1,738)","13,310","(+/-2,224)","1,349",(+/-609),"4,532","(+/-1,131)","2,910",(+/-862),"2,206",(+/-998),"3,258",(+/-922),"1,373",(+/-745),"3,982","(+/-1,402)","5,170","(+/-1,306)","4,713","(+/-1,161)","13,355","(+/-2,385)","14,170","(+/-1,894)","36,688","(+/-2,727)","43,268","(+/-3,074)","62,546","(+/-3,740)","51,308","(+/-2,674)","50,852","(+/-2,939)","48,843","(+/-3,496)","47,547","(+/-2,676)","56,819","(+/-3,374)","53,790","(+/-3,751)"
Housing,Value,"$300,000 to $499,999","60,363","(+/-3,645)","82,296","(+/-4,407)","29,718","(+/-2,222)","37,982","(+/-2,886)","20,253","(+/-2,488)","26,137","(+/-3,243)","7,203","(+/-1,277)","10,878","(+/-2,058)","9,851","(+/-2,042)","5,033","(+/-1,248)","24,658","(+/-2,385)","10,286","(+/-2,066)","6,284","(+/-1,388)","13,177","(+/-2,430)","9,557","(+/-1,784)","23,070","(+/-2,801)","58,035","(+/-3,351)","87,084","(+/-4,530)","42,175","(+/-2,688)","61,977","(+/-3,086)","39,922","(+/-2,759)","31,488","(+/-2,451)","41,631","(+/-2,851)","31,619","(+/-2,340)","36,483","(+/-2,474)","35,244","(+/-2,647)"
Housing,Value,"$500,000 to $999,999","118,385","(+/-4,245)","84,883","(+/-4,231)","126,512","(+/-4,453)","128,288","(+/-4,562)","85,062","(+/-3,470)","51,732","(+/-3,064)","31,810","(+/-2,971)","51,538","(+/-3,527)","38,454","(+/-3,373)","25,433","(+/-3,197)","87,383","(+/-3,752)","37,949","(+/-5,416)","14,623","(+/-1,994)","37,646","(+/-3,311)","21,400","(+/-2,755)","71,934","(+/-3,881)","93,998","(+/-3,812)","39,294","(+/-2,890)","20,031","(+/-2,036)","21,770","(+/-2,302)","11,323","(+/-1,717)","7,970","(+/-1,445)","14,616","(+/-1,787)","9,136","(+/-1,284)","8,931","(+/-1,247)","12,055","(+/-1,853)"
Housing,Value,"$1,000,000 or more","33,087","(+/-2,328)","7,444","(+/-1,766)","46,125","(+/-2,992)","16,504","(+/-1,963)","15,650","(+/-2,178)","23,736","(+/-2,200)","22,287","(+/-2,629)","17,501","(+/-2,497)","27,055","(+/-2,815)","54,617","(+/-3,814)","25,792","(+/-2,308)","70,549","(+/-4,940)","7,800","(+/-1,585)","10,873","(+/-1,625)","2,357",(+/-812),"30,615","(+/-2,411)","19,385","(+/-1,955)","5,438","(+/-1,059)","3,833",(+/-891),"2,005",(+/-609),"2,895",(+/-756),"1,178",(+/-384),"2,941",(+/-928),"2,054",(+/-625),"1,670",(+/-667),"2,204",(+/-877)
Housing,Value,"Median (dollars)","609,400","(+/-8,920)","489,700","(+/-6,866)","707,400","(+/-8,553)","623,000","(+/-6,702)","646,500","(+/-9,990)","701,700","(+/-40,312)","824,600","(+/-31,564)","719,300","(+/-28,063)","801,800","(+/-31,594)","1,182,300","(+/-51,165)","672,400","(+/-12,862)","1,150,200","(+/-112,590)","593,700","(+/-38,618)","579,600","(+/-25,865)","489,500","(+/-34,247)","634,900","(+/-16,199)","549,400","(+/-11,517)","365,300","(+/-5,782)","199,300","(+/-6,552)","274,800","(+/-5,095)","180,900","(+/-5,126)","174,900","(+/-3,682)","174,900","(+/-4,383)","166,700","(+/-2,701)","198,200","(+/-4,155)","201,400","(+/-4,992)"
Housing,"Mortgage Status","Owner-occupied units","230,736","(+/-5,094)","195,500","(+/-4,669)","218,752","(+/-4,665)","196,299","(+/-4,459)","136,963","(+/-4,428)","122,054","(+/-5,155)","66,567","(+/-3,799)","93,150","(+/-4,175)","83,729","(+/-5,095)","91,200","(+/-5,506)","150,006","(+/-4,539)","128,223","(+/-7,728)","38,107","(+/-3,575)","82,485","(+/-4,898)","48,535","(+/-4,212)","159,438","(+/-4,705)","199,919","(+/-3,729)","194,812","(+/-4,663)","219,278","(+/-4,212)","200,703","(+/-4,371)","233,158","(+/-4,780)","217,102","(+/-3,753)","245,747","(+/-4,185)","236,617","(+/-4,061)","210,591","(+/-4,161)","204,666","(+/-4,372)"
Housing,"Mortgage Status","Housing units with a mortgage","142,242","(+/-5,194)","128,107","(+/-4,630)","125,735","(+/-4,651)","128,774","(+/-4,773)","92,508","(+/-4,425)","54,750","(+/-3,564)","39,097","(+/-2,960)","54,370","(+/-3,468)","50,246","(+/-4,046)","50,879","(+/-4,627)","90,065","(+/-4,453)","64,400","(+/-5,602)","21,358","(+/-2,172)","41,250","(+/-4,022)","28,505","(+/-3,081)","99,169","(+/-4,619)","123,854","(+/-3,536)","124,434","(+/-4,378)","116,066","(+/-3,566)","121,711","(+/-4,561)","121,529","(+/-3,849)","125,725","(+/-3,249)","129,447","(+/-4,698)","134,755","(+/-4,059)","126,484","(+/-4,506)","115,326","(+/-4,406)"
Housing,"Mortgage Status","Housing units without a mortgage","88,494","(+/-4,501)","67,393","(+/-3,819)","93,017","(+/-4,355)","67,525","(+/-4,031)","44,455","(+/-3,027)","67,304","(+/-4,687)","27,470","(+/-2,637)","38,780","(+/-2,830)","33,483","(+/-3,174)","40,321","(+/-3,695)","59,941","(+/-3,407)","63,823","(+/-5,862)","16,749","(+/-2,766)","41,235","(+/-3,689)","20,030","(+/-2,571)","60,269","(+/-3,744)","76,065","(+/-3,350)","70,378","(+/-3,734)","103,212","(+/-3,504)","78,992","(+/-3,904)","111,629","(+/-3,868)","91,377","(+/-3,657)","116,300","(+/-4,376)","101,862","(+/-3,531)","84,107","(+/-3,875)","89,340","(+/-3,957)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","142,242","(+/-5,194)","128,107","(+/-4,630)","125,735","(+/-4,651)","128,774","(+/-4,773)","92,508","(+/-4,425)","54,750","(+/-3,564)","39,097","(+/-2,960)","54,370","(+/-3,468)","50,246","(+/-4,046)","50,879","(+/-4,627)","90,065","(+/-4,453)","64,400","(+/-5,602)","21,358","(+/-2,172)","41,250","(+/-4,022)","28,505","(+/-3,081)","99,169","(+/-4,619)","123,854","(+/-3,536)","124,434","(+/-4,378)","116,066","(+/-3,566)","121,711","(+/-4,561)","121,529","(+/-3,849)","125,725","(+/-3,249)","129,447","(+/-4,698)","134,755","(+/-4,059)","126,484","(+/-4,506)","115,326","(+/-4,406)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","1,148",(+/-725),421,(+/-231),168,(+/-208),351,(+/-263),369,(+/-317),481,(+/-361),468,(+/-459),462,(+/-354),264,(+/-210),0,(+/-217),254,(+/-327),761,(+/-583),178,(+/-299),966,(+/-766),230,(+/-170),314,(+/-247),348,(+/-303),340,(+/-264),927,(+/-369),949,(+/-524),904,(+/-433),"2,349",(+/-964),"1,794",(+/-527),"1,622",(+/-703),"1,275",(+/-481),"1,365",(+/-615)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","1,674",(+/-805),"1,945",(+/-740),"2,892","(+/-1,300)","1,813",(+/-715),"2,709",(+/-902),"3,666","(+/-1,060)",713,(+/-380),"1,910",(+/-854),"1,378",(+/-591),"1,039",(+/-493),"1,855",(+/-795),"1,867",(+/-992),"1,228",(+/-627),"1,274",(+/-632),"2,627","(+/-1,016)","6,619","(+/-1,459)","2,389",(+/-969),"3,864","(+/-1,012)","15,381","(+/-1,840)","9,893","(+/-1,794)","22,113","(+/-2,294)","22,909","(+/-2,364)","26,575","(+/-2,129)","24,963","(+/-1,981)","19,021","(+/-2,907)","25,333","(+/-2,505)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","4,910","(+/-1,332)","5,136","(+/-1,065)","4,252","(+/-1,120)","3,013",(+/-872),"7,144","(+/-1,686)","5,088","(+/-1,055)","2,479",(+/-888),"2,973","(+/-1,061)","2,199",(+/-598),"1,817",(+/-644),"5,492",(+/-872),"2,560",(+/-981),"2,601",(+/-953),"3,742","(+/-1,251)","2,843","(+/-1,038)","7,395","(+/-1,961)","4,046","(+/-1,104)","12,756","(+/-1,719)","36,376","(+/-2,195)","25,831","(+/-2,439)","39,455","(+/-2,842)","41,089","(+/-2,500)","39,876","(+/-2,626)","48,635","(+/-3,480)","40,050","(+/-3,153)","40,806","(+/-3,422)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","10,252","(+/-1,536)","12,534","(+/-1,988)","7,279","(+/-1,495)","7,218","(+/-1,413)","10,242","(+/-1,773)","8,488","(+/-1,681)","2,315",(+/-777),"4,841","(+/-1,275)","5,392","(+/-1,464)","4,042","(+/-1,076)","12,043","(+/-1,907)","5,112","(+/-1,625)","4,596","(+/-1,621)","3,691","(+/-1,186)","3,427","(+/-1,299)","5,716","(+/-1,238)","9,689","(+/-1,785)","22,353","(+/-2,742)","26,378","(+/-2,078)","33,968","(+/-3,143)","30,010","(+/-2,318)","29,179","(+/-2,605)","28,936","(+/-2,741)","30,739","(+/-2,471)","33,852","(+/-3,557)","23,968","(+/-2,377)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","18,814","(+/-2,109)","18,458","(+/-2,267)","10,470","(+/-1,698)","14,022","(+/-2,034)","14,420","(+/-1,780)","7,564","(+/-1,756)","6,086","(+/-1,426)","7,151","(+/-1,468)","6,867","(+/-1,525)","2,856",(+/-701),"17,859","(+/-2,513)","4,355","(+/-1,419)","3,750","(+/-1,206)","5,367","(+/-1,474)","3,695","(+/-1,037)","7,401","(+/-1,545)","15,308","(+/-1,813)","28,765","(+/-3,289)","15,440","(+/-1,800)","25,244","(+/-2,375)","13,810","(+/-1,648)","17,190","(+/-2,252)","15,745","(+/-2,162)","15,837","(+/-1,746)","16,192","(+/-1,911)","11,340","(+/-1,574)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","23,834","(+/-2,392)","30,742","(+/-2,779)","16,753","(+/-1,843)","21,145","(+/-1,993)","15,852","(+/-2,200)","6,459","(+/-1,290)","5,780","(+/-1,600)","8,732","(+/-1,582)","8,348","(+/-1,354)","6,752","(+/-2,029)","16,431","(+/-2,292)","5,415","(+/-1,784)","1,348",(+/-613),"7,163","(+/-1,607)","3,787","(+/-1,135)","7,879","(+/-1,481)","20,648","(+/-2,194)","21,119","(+/-2,422)","10,231","(+/-1,585)","12,181","(+/-1,752)","8,265","(+/-1,327)","6,771","(+/-1,115)","8,686","(+/-1,425)","6,602","(+/-1,024)","7,623","(+/-1,270)","4,741","(+/-1,053)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","81,610","(+/-4,165)","58,871","(+/-3,709)","83,921","(+/-3,881)","81,212","(+/-4,865)","41,772","(+/-3,452)","23,004","(+/-2,425)","21,256","(+/-2,172)","28,301","(+/-2,801)","25,798","(+/-2,903)","34,373","(+/-3,603)","36,131","(+/-3,004)","44,330","(+/-4,694)","7,657","(+/-1,488)","19,047","(+/-2,910)","11,896","(+/-1,993)","63,845","(+/-3,808)","71,426","(+/-3,367)","35,237","(+/-2,871)","11,333","(+/-1,650)","13,645","(+/-1,877)","6,972","(+/-1,282)","6,238",(+/-994),"7,835","(+/-1,252)","6,357","(+/-1,119)","8,471","(+/-1,340)","7,773","(+/-1,570)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","3,197",(+/-56),"2,916",(+/-44),"3,521",(+/-80),"3,353",(+/-64),"2,859",(+/-90),"2,662",(+/-134),"3,153",(+/-142),"3,071",(+/-127),"3,043",(+/-110),"4,000+",(***),"2,729",(+/-81),"4,000+",(***),"2,277",(+/-197),"2,890",(+/-135),"2,689",(+/-180),"3,698",(+/-127),"3,253",(+/-64),"2,398",(+/-53),"1,587",(+/-35),"1,858",(+/-40),"1,478",(+/-29),"1,458",(+/-27),"1,455",(+/-29),"1,419",(+/-28),"1,542",(+/-40),"1,375",(+/-29)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","88,494","(+/-4,501)","67,393","(+/-3,819)","93,017","(+/-4,355)","67,525","(+/-4,031)","44,455","(+/-3,027)","67,304","(+/-4,687)","27,470","(+/-2,637)","38,780","(+/-2,830)","33,483","(+/-3,174)","40,321","(+/-3,695)","59,941","(+/-3,407)","63,823","(+/-5,862)","16,749","(+/-2,766)","41,235","(+/-3,689)","20,030","(+/-2,571)","60,269","(+/-3,744)","76,065","(+/-3,350)","70,378","(+/-3,734)","103,212","(+/-3,504)","78,992","(+/-3,904)","111,629","(+/-3,868)","91,377","(+/-3,657)","116,300","(+/-4,376)","101,862","(+/-3,531)","84,107","(+/-3,875)","89,340","(+/-3,957)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",703,(+/-341),845,(+/-545),"2,702",(+/-770),"1,398",(+/-688),"1,605",(+/-923),"8,081","(+/-1,803)","2,512","(+/-1,113)","2,875",(+/-913),"2,238",(+/-817),"5,264","(+/-1,161)","1,708",(+/-641),"9,378","(+/-2,911)","6,397","(+/-1,849)","6,581","(+/-1,797)","3,623","(+/-1,189)","3,592",(+/-951),"2,395",(+/-914),777,(+/-357),"5,839","(+/-1,082)","1,818",(+/-573),"7,774","(+/-1,274)","5,078",(+/-966),"6,877","(+/-1,120)","5,518",(+/-934),"2,778",(+/-829),"5,167","(+/-1,364)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","1,634",(+/-533),"2,142",(+/-803),"1,797",(+/-739),"1,743",(+/-893),"1,545",(+/-607),"3,993","(+/-1,178)",993,(+/-487),"1,394",(+/-722),"1,490",(+/-678),"1,723",(+/-573),"1,115",(+/-549),"1,611",(+/-709),"1,306",(+/-625),"1,799",(+/-657),"1,952",(+/-679),"2,554","(+/-1,109)","2,123",(+/-978),"3,996",(+/-864),"11,538","(+/-1,426)","9,059","(+/-1,729)","18,400","(+/-1,682)","11,870","(+/-1,544)","20,382","(+/-1,737)","15,584","(+/-1,685)","9,561","(+/-1,286)","14,011","(+/-1,958)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","3,226",(+/-890),"2,893",(+/-917),"4,206","(+/-1,119)","1,871",(+/-637),"3,468","(+/-1,197)","4,644","(+/-1,236)","2,745","(+/-1,709)","2,747",(+/-961),"2,151",(+/-841),"3,105","(+/-1,010)","5,064","(+/-1,238)","4,242","(+/-1,844)","1,003",(+/-566),"3,921","(+/-1,225)","3,679","(+/-1,313)","2,968",(+/-947),"2,620",(+/-692),"7,378","(+/-1,251)","26,125","(+/-2,203)","18,255","(+/-2,320)","32,366","(+/-2,235)","26,113","(+/-2,249)","33,054","(+/-2,442)","28,146","(+/-2,010)","17,643","(+/-1,624)","25,717","(+/-2,415)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","4,476",(+/-883),"4,966","(+/-1,224)","4,856","(+/-1,099)","2,845",(+/-782),"6,124","(+/-1,164)","8,176","(+/-1,774)","3,808","(+/-1,007)","4,076","(+/-1,012)","3,473",(+/-925),"2,927",(+/-893),"8,984","(+/-1,228)","2,125",(+/-987),"1,087",(+/-640),"4,988","(+/-1,307)","1,204",(+/-465),"3,642","(+/-1,218)","5,415","(+/-1,006)","11,005","(+/-1,498)","21,755","(+/-2,140)","19,094","(+/-1,913)","22,241","(+/-1,934)","19,898","(+/-2,043)","26,344","(+/-2,098)","23,660","(+/-1,999)","22,263","(+/-2,358)","23,336","(+/-2,792)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","10,352","(+/-1,971)","6,352","(+/-1,334)","8,002","(+/-1,461)","4,445","(+/-1,132)","10,298","(+/-1,712)","10,793","(+/-1,716)","3,650",(+/-942),"7,934","(+/-1,622)","5,571","(+/-1,109)","3,408",(+/-976),"12,468","(+/-1,647)","2,798","(+/-1,145)","1,584",(+/-761),"5,439","(+/-1,373)","1,699",(+/-698),"4,027","(+/-1,118)","7,074","(+/-1,320)","11,073","(+/-1,759)","15,255","(+/-1,859)","11,893","(+/-1,746)","13,671","(+/-1,507)","13,074","(+/-1,553)","14,588","(+/-1,704)","14,198","(+/-1,437)","13,594","(+/-1,962)","10,398","(+/-1,677)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","68,103","(+/-4,096)","50,195","(+/-3,342)","71,454","(+/-3,695)","55,223","(+/-4,081)","21,415","(+/-2,023)","31,617","(+/-3,078)","13,762","(+/-1,729)","19,754","(+/-2,471)","18,560","(+/-2,300)","23,894","(+/-2,982)","30,602","(+/-2,514)","43,669","(+/-3,896)","5,372","(+/-1,100)","18,507","(+/-2,574)","7,873","(+/-1,863)","43,486","(+/-3,017)","56,438","(+/-3,101)","36,149","(+/-2,882)","22,700","(+/-2,103)","18,873","(+/-2,209)","17,177","(+/-1,844)","15,344","(+/-1,673)","15,055","(+/-1,634)","14,756","(+/-1,474)","18,268","(+/-1,848)","10,711","(+/-1,444)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,402",(+/-35),"1,312",(+/-33),"1,430",(+/-45),"1,492",(+/-35),983,(+/-32),969,(+/-31),"1,001",(+/-56),"1,009",(+/-39),"1,081",(+/-62),"1,171",(+/-74),"1,014",(+/-35),"1,500+",(***),498,(+/-258),961,(+/-52),734,(+/-195),"1,463",(+/-46),"1,462",(+/-46),"1,013",(+/-26),673,(+/-19),715,(+/-21),584,(+/-14),624,(+/-20),587,(+/-12),612,(+/-14),706,(+/-19),598,(+/-20)
Housing,"Gross Rent","Occupied units paying rent","40,498","(+/-3,128)","48,445","(+/-4,027)","51,294","(+/-3,742)","45,661","(+/-3,174)","109,006","(+/-4,414)","159,689","(+/-6,393)","220,789","(+/-6,334)","203,090","(+/-6,301)","201,618","(+/-6,506)","220,804","(+/-8,406)","109,657","(+/-5,153)","255,885","(+/-8,670)","281,804","(+/-8,066)","188,694","(+/-6,815)","229,188","(+/-6,347)","123,861","(+/-4,959)","58,770","(+/-3,057)","91,947","(+/-4,407)","95,990","(+/-4,122)","124,598","(+/-4,979)","80,734","(+/-4,224)","105,895","(+/-3,659)","76,822","(+/-4,048)","80,711","(+/-3,769)","113,461","(+/-4,189)","127,110","(+/-4,606)"
Housing,"Gross Rent","Less than $500","1,979",(+/-857),"2,749","(+/-1,096)","1,415",(+/-754),"2,767",(+/-980),"7,913","(+/-1,626)","3,912","(+/-1,192)","13,189","(+/-2,611)","30,094","(+/-3,484)","11,270","(+/-2,019)","21,734","(+/-2,692)","7,489","(+/-1,593)","8,636","(+/-2,278)","37,908","(+/-4,218)","15,495","(+/-2,402)","36,264","(+/-3,915)","10,846","(+/-1,993)","3,409","(+/-1,204)","4,160","(+/-1,660)","7,386","(+/-1,129)","9,632","(+/-1,819)","7,397","(+/-1,174)","13,184","(+/-1,835)","9,364","(+/-1,508)","11,226","(+/-1,740)","9,736","(+/-1,914)","13,288","(+/-2,077)"
Housing,"Gross Rent","$500 to $999","2,614",(+/-856),"2,473","(+/-1,158)","3,372","(+/-1,111)","3,534","(+/-1,036)","12,669","(+/-2,373)","10,401","(+/-2,080)","20,033","(+/-2,989)","33,748","(+/-4,014)","16,790","(+/-2,392)","20,871","(+/-2,735)","11,436","(+/-1,862)","18,153","(+/-3,236)","42,991","(+/-4,310)","20,139","(+/-2,727)","37,347","(+/-4,032)","13,752","(+/-2,727)","4,949","(+/-1,139)","10,584","(+/-1,907)","41,581","(+/-3,751)","31,842","(+/-3,291)","38,332","(+/-2,940)","44,282","(+/-3,424)","35,357","(+/-2,644)","39,347","(+/-3,030)","35,032","(+/-3,315)","53,921","(+/-4,315)"
Housing,"Gross Rent","$1,000 to $1,499","5,491","(+/-1,596)","6,106","(+/-1,417)","6,910","(+/-2,001)","6,873","(+/-1,677)","30,078","(+/-3,039)","37,118","(+/-3,798)","34,001","(+/-3,127)","38,878","(+/-3,765)","59,753","(+/-4,523)","26,837","(+/-3,330)","24,279","(+/-2,534)","20,554","(+/-2,885)","72,527","(+/-6,177)","44,165","(+/-4,226)","70,531","(+/-5,479)","23,937","(+/-3,401)","11,854","(+/-1,748)","28,707","(+/-3,007)","27,579","(+/-2,908)","48,805","(+/-4,016)","26,678","(+/-2,741)","33,871","(+/-3,225)","23,392","(+/-2,364)","21,887","(+/-2,477)","44,029","(+/-3,528)","41,317","(+/-3,480)"
Housing,"Gross Rent","$1,500 to $1,999","8,612","(+/-1,759)","8,442","(+/-1,397)","10,994","(+/-1,808)","12,236","(+/-2,165)","30,309","(+/-3,272)","54,769","(+/-3,843)","43,047","(+/-3,055)","50,280","(+/-4,398)","60,517","(+/-4,084)","29,957","(+/-3,005)","40,615","(+/-3,672)","29,646","(+/-4,540)","64,418","(+/-5,671)","55,594","(+/-5,012)","57,872","(+/-4,550)","31,737","(+/-3,574)","17,862","(+/-2,480)","27,346","(+/-3,341)","9,963","(+/-1,864)","22,067","(+/-3,066)","6,689","(+/-1,373)","9,731","(+/-1,751)","5,591","(+/-1,308)","5,609","(+/-1,087)","17,502","(+/-2,704)","11,019","(+/-1,924)"
Housing,"Gross Rent","$2,000 to $2,499","6,517","(+/-1,474)","15,739","(+/-2,585)","10,683","(+/-2,115)","7,356","(+/-1,838)","19,479","(+/-2,687)","32,163","(+/-3,329)","40,591","(+/-3,261)","25,955","(+/-3,071)","31,094","(+/-3,746)","29,292","(+/-3,718)","16,112","(+/-2,357)","39,183","(+/-5,426)","32,628","(+/-3,951)","30,029","(+/-3,492)","18,796","(+/-3,135)","23,718","(+/-3,219)","9,340","(+/-1,935)","13,504","(+/-2,530)","4,850","(+/-1,307)","7,779","(+/-1,830)","1,085",(+/-451),"2,358",(+/-787),"1,104",(+/-517),"1,689",(+/-743),"4,071","(+/-1,201)","4,290","(+/-1,209)"
Housing,"Gross Rent","$2,500 to $2,999","6,875","(+/-1,801)","7,132","(+/-1,486)","7,474","(+/-2,189)","6,509","(+/-1,440)","4,744","(+/-1,261)","13,095","(+/-2,525)","24,546","(+/-2,899)","10,796","(+/-2,047)","12,927","(+/-2,379)","20,523","(+/-2,558)","6,898","(+/-1,638)","28,171","(+/-3,886)","11,144","(+/-2,220)","15,015","(+/-2,585)","4,933","(+/-1,126)","7,864","(+/-1,730)","5,287","(+/-1,296)","3,108",(+/-846),"1,677",(+/-754),"2,336",(+/-763),305,(+/-240),"1,121",(+/-587),747,(+/-483),250,(+/-258),766,(+/-427),723,(+/-667)
Housing,"Gross Rent","$3,000 or more","8,410","(+/-1,760)","5,804","(+/-1,349)","10,446","(+/-1,771)","6,386","(+/-1,446)","3,814","(+/-1,082)","8,231","(+/-1,622)","45,382","(+/-3,510)","13,339","(+/-2,189)","9,267","(+/-1,737)","71,590","(+/-5,083)","2,828",(+/-948),"111,542","(+/-6,173)","20,188","(+/-2,876)","8,257","(+/-1,637)","3,445","(+/-1,165)","12,007","(+/-2,139)","6,069","(+/-1,473)","4,538","(+/-1,295)","2,954","(+/-1,156)","2,137",(+/-578),248,(+/-238),"1,348",(+/-592),"1,267",(+/-491),703,(+/-360),"2,325",(+/-842),"2,552","(+/-1,098)"
Housing,"Gross Rent","Median (dollars)","2,119",(+/-148),"2,141",(+/-51),"2,138",(+/-98),"1,895",(+/-77),"1,563",(+/-49),"1,759",(+/-27),"2,002",(+/-43),"1,486",(+/-51),"1,607",(+/-34),"2,188",(+/-64),"1,643",(+/-30),"2,709",(+/-95),"1,414",(+/-35),"1,631",(+/-30),"1,307",(+/-28),"1,711",(+/-51),"1,757",(+/-49),"1,546",(+/-54),989,(+/-33),"1,184",(+/-30),937,(+/-27),965,(+/-22),910,(+/-29),876,(+/-23),"1,101",(+/-23),974,(+/-21)
Housing,"Gross Rent","No rent paid","3,155",(+/-984),"1,931",(+/-685),"3,507","(+/-1,109)","3,048","(+/-1,083)","4,143","(+/-1,568)","9,366","(+/-2,144)","4,356","(+/-1,279)","5,016","(+/-1,505)","6,880","(+/-1,505)","4,533","(+/-1,437)","5,011","(+/-1,351)","5,007","(+/-1,651)","5,656","(+/-1,858)","4,318","(+/-1,202)","6,053","(+/-1,624)","3,704","(+/-1,284)","4,176","(+/-1,145)","3,820","(+/-1,156)","6,841","(+/-1,301)","3,898","(+/-1,245)","6,685","(+/-1,010)","3,395","(+/-1,042)","5,461",(+/-986),"5,580","(+/-1,134)","3,072",(+/-826),"5,338","(+/-1,289)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Total households","274,389","(+/-4,377)","245,876","(+/-5,554)","273,553","(+/-5,174)","245,008","(+/-3,732)","250,112","(+/-5,752)","291,109","(+/-6,101)","291,712","(+/-6,391)","301,256","(+/-6,803)","292,227","(+/-6,657)","316,537","(+/-9,840)","264,674","(+/-5,374)","389,115","(+/-8,931)","325,567","(+/-8,440)","275,497","(+/-6,924)","283,776","(+/-6,146)","287,003","(+/-3,992)","262,865","(+/-4,225)","290,579","(+/-3,637)","322,109","(+/-4,463)","329,199","(+/-3,195)","320,577","(+/-4,409)","326,392","(+/-2,342)","328,030","(+/-4,340)","322,908","(+/-3,708)","327,124","(+/-2,890)","337,114","(+/-4,114)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Less than $10,000","10,448","(+/-1,909)","8,627","(+/-1,826)","9,453","(+/-1,821)","6,103","(+/-1,471)","14,111","(+/-2,488)","17,536","(+/-2,460)","19,919","(+/-2,763)","32,843","(+/-3,520)","22,974","(+/-2,774)","21,405","(+/-3,118)","16,627","(+/-2,574)","24,250","(+/-3,751)","45,113","(+/-5,932)","26,053","(+/-3,382)","46,240","(+/-4,950)","19,565","(+/-2,839)","9,900","(+/-1,955)","15,779","(+/-2,849)","19,780","(+/-2,289)","19,319","(+/-2,779)","15,612","(+/-2,064)","21,309","(+/-2,107)","18,704","(+/-2,184)","18,896","(+/-2,433)","21,569","(+/-3,160)","25,463","(+/-2,705)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$10,000 to $14,999","5,079","(+/-1,329)","4,982","(+/-1,222)","3,084",(+/-814),"4,823","(+/-1,219)","9,539","(+/-1,963)","13,190","(+/-2,496)","11,809","(+/-1,936)","20,869","(+/-2,789)","13,601","(+/-1,890)","15,356","(+/-2,791)","9,687","(+/-1,732)","8,349","(+/-2,217)","30,839","(+/-3,970)","14,464","(+/-3,142)","24,390","(+/-3,091)","10,060","(+/-1,961)","5,704","(+/-1,187)","8,421","(+/-1,714)","14,308","(+/-1,952)","11,912","(+/-2,261)","13,572","(+/-1,710)","13,756","(+/-1,673)","13,369","(+/-2,135)","11,464","(+/-1,601)","12,159","(+/-1,988)","16,821","(+/-2,172)"
