Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE"
Workers,"Employment Status","In labor force","347,495","(+/-5,699)","380,856","(+/-7,664)","375,968","(+/-6,869)","386,712","(+/-7,760)","370,111","(+/-11,674)","381,358","(+/-9,349)","387,502","(+/-10,199)","385,062","(+/-9,706)","373,578","(+/-6,314)","396,507","(+/-8,122)","434,304","(+/-7,965)","408,613","(+/-8,600)","350,629","(+/-9,261)","395,452","(+/-8,584)","393,940","(+/-9,127)","387,655","(+/-7,649)","428,195","(+/-10,057)","368,377","(+/-8,072)","393,770","(+/-9,266)","377,942","(+/-11,397)","351,197","(+/-9,906)","328,211","(+/-8,730)","332,397","(+/-9,351)","380,972","(+/-7,255)","347,945","(+/-9,444)","396,602","(+/-6,412)","366,595","(+/-9,676)","375,151","(+/-9,028)","403,187","(+/-14,664)","441,222","(+/-11,304)","375,719","(+/-8,679)","441,950","(+/-13,136)","397,247","(+/-10,165)","409,892","(+/-13,256)","393,243","(+/-10,673)","414,363","(+/-11,091)","386,069","(+/-12,479)","368,376","(+/-9,609)","395,936","(+/-8,400)","399,353","(+/-9,191)","384,249","(+/-11,654)","381,963","(+/-9,462)","364,185","(+/-11,180)","378,294","(+/-9,934)","397,598","(+/-8,220)","402,209","(+/-10,665)","409,342","(+/-7,844)","383,152","(+/-11,557)","406,266","(+/-9,981)","439,518","(+/-11,196)","418,221","(+/-11,143)","379,518","(+/-10,995)"
Workers,"Employment Status","Civilian labor force","345,005","(+/-5,602)","379,756","(+/-7,671)","374,196","(+/-7,017)","385,192","(+/-7,794)","369,466","(+/-11,674)","380,353","(+/-9,252)","386,628","(+/-10,209)","381,737","(+/-9,664)","372,726","(+/-6,313)","395,594","(+/-8,048)","433,904","(+/-7,933)","407,493","(+/-8,606)","350,195","(+/-9,184)","395,062","(+/-8,590)","393,371","(+/-9,126)","387,256","(+/-7,590)","427,973","(+/-10,008)","366,616","(+/-8,068)","386,762","(+/-9,214)","368,200","(+/-11,245)","349,976","(+/-10,078)","325,789","(+/-8,786)","316,863","(+/-9,727)","378,685","(+/-7,335)","347,018","(+/-9,387)","391,945","(+/-6,454)","366,055","(+/-9,670)","374,525","(+/-8,983)","403,109","(+/-14,660)","441,222","(+/-11,304)","375,404","(+/-8,714)","441,905","(+/-13,135)","396,860","(+/-10,243)","409,858","(+/-13,259)","392,832","(+/-10,712)","413,686","(+/-11,029)","385,922","(+/-12,465)","368,269","(+/-9,586)","394,223","(+/-8,603)","398,776","(+/-9,198)","382,578","(+/-11,751)","381,632","(+/-9,475)","363,926","(+/-11,159)","376,908","(+/-9,788)","397,037","(+/-8,241)","401,541","(+/-10,554)","408,711","(+/-7,823)","374,809","(+/-11,713)","374,113","(+/-9,587)","421,339","(+/-11,030)","403,900","(+/-10,971)","356,898","(+/-10,774)"
Workers,"Employment Status",Employed,"322,108","(+/-5,793)","357,366","(+/-8,057)","359,298","(+/-6,676)","362,622","(+/-7,737)","349,665","(+/-11,774)","361,107","(+/-9,568)","365,817","(+/-9,880)","358,219","(+/-9,099)","348,080","(+/-6,758)","379,770","(+/-8,344)","419,030","(+/-8,011)","391,290","(+/-8,439)","316,863","(+/-9,066)","377,611","(+/-8,756)","378,775","(+/-8,662)","373,519","(+/-7,551)","411,356","(+/-9,827)","349,723","(+/-7,864)","372,154","(+/-9,276)","350,991","(+/-11,170)","321,846","(+/-10,086)","298,406","(+/-8,622)","292,444","(+/-9,492)","362,228","(+/-7,737)","324,136","(+/-9,447)","374,814","(+/-6,210)","343,853","(+/-9,417)","358,499","(+/-9,067)","374,159","(+/-13,547)","413,351","(+/-10,717)","357,400","(+/-9,232)","416,668","(+/-12,114)","374,884","(+/-10,373)","382,939","(+/-12,581)","370,911","(+/-10,135)","391,158","(+/-10,941)","358,179","(+/-11,739)","352,063","(+/-9,039)","371,878","(+/-8,643)","383,298","(+/-9,318)","362,706","(+/-11,634)","362,256","(+/-9,263)","339,181","(+/-10,809)","353,863","(+/-9,313)","380,339","(+/-8,085)","384,930","(+/-10,485)","392,171","(+/-8,016)","359,578","(+/-12,067)","358,213","(+/-9,266)","403,361","(+/-10,725)","384,741","(+/-10,590)","333,160","(+/-9,821)"
Workers,"Employment Status",Unemployed,"22,897","(+/-3,030)","22,390","(+/-2,815)","14,898","(+/-2,136)","22,570","(+/-2,970)","19,801","(+/-2,217)","19,246","(+/-2,871)","20,811","(+/-2,552)","23,518","(+/-3,910)","24,646","(+/-3,168)","15,824","(+/-2,477)","14,874","(+/-2,063)","16,203","(+/-2,189)","33,332","(+/-3,577)","17,451","(+/-2,356)","14,596","(+/-2,227)","13,737","(+/-2,093)","16,617","(+/-2,159)","16,893","(+/-2,595)","14,608","(+/-1,980)","17,209","(+/-2,930)","28,130","(+/-3,595)","27,383","(+/-3,516)","24,419","(+/-3,358)","16,457","(+/-2,574)","22,882","(+/-3,743)","17,131","(+/-2,291)","22,202","(+/-3,478)","16,026","(+/-2,510)","28,950","(+/-3,037)","27,871","(+/-3,443)","18,004","(+/-2,143)","25,237","(+/-2,973)","21,976","(+/-2,894)","26,919","(+/-2,739)","21,921","(+/-3,018)","22,528","(+/-2,871)","27,743","(+/-3,020)","16,206","(+/-2,439)","22,345","(+/-2,943)","15,478","(+/-2,483)","19,872","(+/-2,552)","19,376","(+/-2,463)","24,745","(+/-3,209)","23,045","(+/-2,891)","16,698","(+/-2,232)","16,611","(+/-2,912)","16,540","(+/-2,398)","15,231","(+/-2,732)","15,900","(+/-2,766)","17,978","(+/-2,359)","19,159","(+/-2,571)","23,738","(+/-3,028)"
Workers,"Employment Status","Armed Forces","2,490",(+/-731),"1,100",(+/-457),"1,772",(+/-772),"1,520",(+/-763),645,(+/-466),"1,005",(+/-544),874,(+/-568),"3,325","(+/-1,139)",852,(+/-521),913,(+/-429),400,(+/-438),"1,120",(+/-494),434,(+/-481),390,(+/-462),569,(+/-589),399,(+/-314),222,(+/-235),"1,761",(+/-374),"7,008",(+/-752),"9,742","(+/-2,304)","1,221","(+/-1,141)","2,422","(+/-1,226)","15,534","(+/-2,228)","2,287",(+/-749),927,(+/-598),"4,657","(+/-1,334)",540,(+/-490),626,(+/-487),78,(+/-97),0,(+/-218),315,(+/-309),45,(+/-75),387,(+/-403),34,(+/-55),411,(+/-301),677,(+/-370),147,(+/-142),107,(+/-177),"1,713",(+/-994),577,(+/-341),"1,671",(+/-861),331,(+/-273),259,(+/-235),"1,386",(+/-784),561,(+/-454),668,(+/-480),631,(+/-537),"8,343","(+/-2,383)","32,153","(+/-2,832)","18,179","(+/-2,250)","14,321","(+/-2,288)","22,620","(+/-3,144)"
Workers,"Employment Status","Not in labor force","260,736","(+/-5,646)","246,462","(+/-6,306)","259,433","(+/-6,992)","248,224","(+/-6,856)","259,791","(+/-8,389)","208,836","(+/-7,664)","229,850","(+/-7,883)","222,411","(+/-8,301)","222,240","(+/-6,165)","209,052","(+/-6,254)","187,699","(+/-6,523)","210,431","(+/-7,389)","230,757","(+/-7,793)","205,175","(+/-6,371)","205,098","(+/-6,347)","214,739","(+/-7,425)","189,687","(+/-6,609)","208,763","(+/-7,138)","225,580","(+/-7,509)","228,956","(+/-7,998)","205,477","(+/-8,292)","244,012","(+/-7,656)","239,934","(+/-8,345)","240,830","(+/-6,639)","259,440","(+/-8,525)","214,752","(+/-5,916)","214,556","(+/-7,078)","226,341","(+/-7,149)","192,517","(+/-7,264)","197,418","(+/-7,467)","217,919","(+/-7,348)","211,496","(+/-7,828)","208,378","(+/-7,300)","210,606","(+/-7,765)","207,634","(+/-6,531)","209,195","(+/-8,803)","211,171","(+/-9,808)","224,360","(+/-7,688)","207,240","(+/-8,231)","212,908","(+/-7,120)","253,615","(+/-9,027)","202,667","(+/-7,710)","204,200","(+/-8,320)","212,707","(+/-8,471)","219,009","(+/-7,289)","199,585","(+/-7,591)","216,138","(+/-7,044)","225,040","(+/-9,377)","203,005","(+/-7,932)","197,869","(+/-8,163)","207,601","(+/-8,522)","207,000","(+/-7,416)"
Workers,"Employment Status","Civilian labor force","345,005","(+/-5,602)","379,756","(+/-7,671)","374,196","(+/-7,017)","385,192","(+/-7,794)","369,466","(+/-11,674)","380,353","(+/-9,252)","386,628","(+/-10,209)","381,737","(+/-9,664)","372,726","(+/-6,313)","395,594","(+/-8,048)","433,904","(+/-7,933)","407,493","(+/-8,606)","350,195","(+/-9,184)","395,062","(+/-8,590)","393,371","(+/-9,126)","387,256","(+/-7,590)","427,973","(+/-10,008)","366,616","(+/-8,068)","386,762","(+/-9,214)","368,200","(+/-11,245)","349,976","(+/-10,078)","325,789","(+/-8,786)","316,863","(+/-9,727)","378,685","(+/-7,335)","347,018","(+/-9,387)","391,945","(+/-6,454)","366,055","(+/-9,670)","374,525","(+/-8,983)","403,109","(+/-14,660)","441,222","(+/-11,304)","375,404","(+/-8,714)","441,905","(+/-13,135)","396,860","(+/-10,243)","409,858","(+/-13,259)","392,832","(+/-10,712)","413,686","(+/-11,029)","385,922","(+/-12,465)","368,269","(+/-9,586)","394,223","(+/-8,603)","398,776","(+/-9,198)","382,578","(+/-11,751)","381,632","(+/-9,475)","363,926","(+/-11,159)","376,908","(+/-9,788)","397,037","(+/-8,241)","401,541","(+/-10,554)","408,711","(+/-7,823)","374,809","(+/-11,713)","374,113","(+/-9,587)","421,339","(+/-11,030)","403,900","(+/-10,971)","356,898","(+/-10,774)"
Workers,"Employment Status","Unemployment Rate",6.6,(+/-0.9),5.9,(+/-0.7),4.0,(+/-0.6),5.9,(+/-0.8),5.4,(+/-0.6),5.1,(+/-0.8),5.4,(+/-0.6),6.2,(+/-1.0),6.6,(+/-0.8),4.0,(+/-0.6),3.4,(+/-0.5),4.0,(+/-0.5),9.5,(+/-1.0),4.4,(+/-0.6),3.7,(+/-0.5),3.5,(+/-0.5),3.9,(+/-0.5),4.6,(+/-0.7),3.8,(+/-0.5),4.7,(+/-0.8),8.0,(+/-1.0),8.4,(+/-1.0),7.7,(+/-1.0),4.3,(+/-0.7),6.6,(+/-1.1),4.4,(+/-0.6),6.1,(+/-0.9),4.3,(+/-0.7),7.2,(+/-0.7),6.3,(+/-0.7),4.8,(+/-0.6),5.7,(+/-0.6),5.5,(+/-0.7),6.6,(+/-0.6),5.6,(+/-0.7),5.4,(+/-0.7),7.2,(+/-0.7),4.4,(+/-0.6),5.7,(+/-0.7),3.9,(+/-0.6),5.2,(+/-0.7),5.1,(+/-0.6),6.8,(+/-0.9),6.1,(+/-0.7),4.2,(+/-0.6),4.1,(+/-0.7),4.0,(+/-0.6),4.1,(+/-0.7),4.3,(+/-0.7),4.3,(+/-0.5),4.7,(+/-0.6),6.7,(+/-0.8)
Workers,"Commuting to Work","Workers 16 years and over","314,533","(+/-6,722)","348,758","(+/-8,265)","353,951","(+/-6,946)","355,345","(+/-7,983)","339,926","(+/-11,842)","353,820","(+/-9,338)","357,381","(+/-9,558)","347,226","(+/-8,544)","336,258","(+/-6,378)","370,728","(+/-7,786)","413,328","(+/-8,056)","382,639","(+/-8,323)","306,782","(+/-9,045)","367,522","(+/-8,503)","370,362","(+/-8,552)","364,711","(+/-7,347)","403,432","(+/-9,976)","338,239","(+/-8,028)","366,728","(+/-8,956)","348,346","(+/-11,579)","313,058","(+/-10,006)","292,614","(+/-8,594)","298,973","(+/-8,884)","352,840","(+/-7,568)","315,902","(+/-9,681)","372,132","(+/-6,546)","334,160","(+/-9,520)","351,855","(+/-9,002)","365,960","(+/-13,302)","403,861","(+/-10,647)","347,763","(+/-9,172)","407,116","(+/-11,899)","364,223","(+/-10,099)","373,496","(+/-12,584)","361,230","(+/-9,641)","381,944","(+/-10,866)","349,939","(+/-11,855)","343,147","(+/-8,949)","361,713","(+/-8,433)","376,756","(+/-8,969)","354,573","(+/-11,378)","351,368","(+/-9,576)","327,305","(+/-10,718)","342,269","(+/-9,483)","371,516","(+/-7,978)","377,196","(+/-11,116)","383,771","(+/-8,465)","360,939","(+/-12,137)","382,139","(+/-9,079)","412,442","(+/-10,730)","391,553","(+/-10,882)","348,696","(+/-9,966)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","237,647","(+/-7,232)","218,561","(+/-7,967)","225,621","(+/-6,782)","257,241","(+/-7,460)","252,733","(+/-10,919)","246,738","(+/-8,910)","227,183","(+/-8,209)","227,057","(+/-8,286)","236,888","(+/-7,590)","209,334","(+/-7,629)","112,056","(+/-5,795)","164,040","(+/-5,407)","231,148","(+/-9,944)","221,043","(+/-7,564)","201,134","(+/-7,367)","204,541","(+/-7,277)","236,258","(+/-8,178)","226,327","(+/-7,386)","229,908","(+/-8,793)","274,323","(+/-10,873)","227,546","(+/-7,624)","219,584","(+/-7,921)","219,138","(+/-6,906)","230,725","(+/-7,755)","237,677","(+/-9,568)","258,068","(+/-5,692)","234,369","(+/-10,030)","224,003","(+/-8,580)","235,198","(+/-10,805)","226,570","(+/-8,862)","249,831","(+/-8,922)","244,192","(+/-10,295)","276,523","(+/-8,866)","209,641","(+/-8,640)","263,244","(+/-9,906)","207,606","(+/-9,106)","211,841","(+/-9,163)","243,881","(+/-8,067)","274,652","(+/-9,422)","258,278","(+/-8,603)","256,038","(+/-9,612)","238,618","(+/-8,318)","233,026","(+/-10,129)","243,449","(+/-8,574)","259,202","(+/-7,551)","268,847","(+/-10,972)","245,260","(+/-9,553)","253,215","(+/-11,017)","238,933","(+/-8,267)","246,552","(+/-8,928)","264,514","(+/-9,178)","247,484","(+/-7,906)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","32,895","(+/-3,937)","28,322","(+/-3,950)","27,267","(+/-3,333)","30,540","(+/-4,082)","29,801","(+/-3,499)","29,280","(+/-3,519)","40,972","(+/-3,769)","44,512","(+/-4,146)","49,927","(+/-4,997)","33,738","(+/-3,763)","19,856","(+/-2,975)","25,253","(+/-3,562)","39,091","(+/-3,822)","32,598","(+/-4,584)","39,770","(+/-4,340)","23,760","(+/-3,137)","28,067","(+/-3,284)","43,600","(+/-4,757)","33,856","(+/-3,629)","34,516","(+/-4,103)","39,154","(+/-5,112)","48,954","(+/-5,336)","32,735","(+/-4,519)","35,138","(+/-4,861)","41,150","(+/-4,546)","41,536","(+/-3,968)","39,877","(+/-4,795)","30,390","(+/-3,092)","46,700","(+/-4,523)","21,378","(+/-3,317)","42,205","(+/-4,103)","31,825","(+/-3,857)","42,119","(+/-4,634)","44,769","(+/-4,662)","41,202","(+/-4,425)","16,813","(+/-2,344)","31,109","(+/-3,763)","39,848","(+/-4,089)","41,173","(+/-4,531)","27,103","(+/-3,501)","37,500","(+/-4,618)","35,111","(+/-3,461)","34,039","(+/-3,759)","44,985","(+/-4,120)","41,092","(+/-3,989)","50,931","(+/-5,246)","24,486","(+/-3,057)","34,241","(+/-4,296)","30,420","(+/-4,325)","26,067","(+/-4,130)","29,552","(+/-3,809)","40,377","(+/-4,167)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","1,403",(+/-542),"7,756","(+/-2,446)","1,887",(+/-787),"4,076","(+/-1,319)","2,844",(+/-997),"3,230",(+/-916),"3,030","(+/-1,309)","13,662","(+/-2,614)","2,621",(+/-951),"14,888","(+/-2,346)","68,443","(+/-4,213)","41,650","(+/-3,362)","1,311",(+/-713),"12,948","(+/-2,120)","24,572","(+/-3,111)","7,473","(+/-1,866)","7,842","(+/-1,558)","7,115","(+/-1,535)","7,256","(+/-1,768)","1,268",(+/-822),"1,757",(+/-732),"1,604",(+/-722),484,(+/-331),"5,305","(+/-1,223)","2,346",(+/-975),"1,916",(+/-948),"3,178","(+/-1,116)","6,436","(+/-1,386)","17,197","(+/-2,478)","18,586","(+/-3,178)","5,982","(+/-1,410)","8,009","(+/-1,893)","4,149","(+/-1,124)","41,120","(+/-3,952)","3,735","(+/-1,279)","5,784","(+/-1,377)","30,328","(+/-3,574)","5,310","(+/-1,210)","3,855","(+/-1,199)","3,326","(+/-1,140)","1,253",(+/-516),"13,662","(+/-2,257)","14,808","(+/-2,374)","9,728","(+/-2,144)","3,156",(+/-915),"9,238","(+/-1,807)","2,661","(+/-1,116)","2,610","(+/-1,257)","3,794","(+/-1,169)","8,633","(+/-1,853)","6,043","(+/-1,648)","13,450","(+/-2,309)"
Workers,"Commuting to Work",Walked,"6,829","(+/-1,561)","14,454","(+/-2,220)","10,631","(+/-2,084)","8,710","(+/-1,656)","4,426","(+/-1,607)","5,115","(+/-1,222)","6,478","(+/-1,235)","4,993","(+/-1,531)","3,531","(+/-1,171)","10,329","(+/-1,961)","42,826","(+/-3,724)","16,896","(+/-2,497)","5,430","(+/-1,518)","3,768","(+/-1,105)","9,023","(+/-1,911)","10,798","(+/-2,159)","5,755","(+/-1,328)","6,163","(+/-1,382)","11,381","(+/-1,955)","3,338","(+/-1,106)","6,114","(+/-1,554)","4,104","(+/-1,167)","8,846","(+/-1,644)","17,129","(+/-2,902)","4,183","(+/-1,240)","6,061","(+/-1,385)","2,755","(+/-1,001)","9,775","(+/-1,831)","5,157","(+/-1,228)","13,765","(+/-2,979)","6,943","(+/-1,739)","10,342","(+/-1,664)","2,897","(+/-1,065)","13,329","(+/-2,213)","4,960","(+/-1,317)","18,239","(+/-2,180)","11,173","(+/-1,962)","3,601","(+/-1,169)","4,721","(+/-1,273)","5,124","(+/-1,422)","3,746","(+/-1,157)","12,233","(+/-2,396)","6,468","(+/-1,525)","4,208","(+/-1,265)","4,056","(+/-1,050)","5,310","(+/-1,244)","8,873","(+/-1,795)","4,670","(+/-1,390)","14,097","(+/-2,493)","18,920","(+/-3,235)","8,997","(+/-1,889)","7,102","(+/-1,610)"
Workers,"Commuting to Work","Other means","5,495","(+/-1,514)","6,824","(+/-1,633)","5,920","(+/-1,310)","10,333","(+/-1,826)","3,781","(+/-1,262)","7,718","(+/-1,920)","9,830","(+/-1,938)","8,037","(+/-1,328)","5,105","(+/-1,219)","6,505","(+/-1,637)","27,261","(+/-3,546)","16,339","(+/-2,669)","10,413","(+/-2,173)","8,792","(+/-2,053)","8,497","(+/-1,869)","16,107","(+/-2,329)","11,515","(+/-3,033)","13,868","(+/-2,818)","10,024","(+/-1,896)","3,806","(+/-1,134)","9,266","(+/-2,718)","3,500","(+/-1,117)","5,620","(+/-1,681)","14,248","(+/-1,943)","5,260","(+/-1,332)","4,561","(+/-1,117)","5,598","(+/-1,473)","10,027","(+/-2,042)","10,928","(+/-1,988)","10,708","(+/-2,058)","7,761","(+/-1,556)","9,943","(+/-2,093)","4,860","(+/-1,381)","10,032","(+/-1,724)","4,633","(+/-1,182)","10,968","(+/-2,049)","9,759","(+/-1,552)","4,724","(+/-1,109)","7,349","(+/-1,611)","5,779","(+/-1,549)","5,582","(+/-1,411)","10,113","(+/-1,532)","12,076","(+/-2,457)","7,770","(+/-1,413)","7,360","(+/-1,586)","8,472","(+/-1,949)","8,403","(+/-1,777)","7,085","(+/-1,733)","9,078","(+/-2,138)","11,163","(+/-1,915)","6,108","(+/-1,408)","4,047","(+/-1,275)"
Workers,"Commuting to Work","Worked from home","30,264","(+/-3,100)","72,841","(+/-4,465)","82,625","(+/-5,648)","44,445","(+/-3,864)","46,341","(+/-3,826)","61,739","(+/-4,859)","69,888","(+/-4,558)","48,965","(+/-4,283)","38,186","(+/-3,589)","95,934","(+/-4,651)","142,886","(+/-6,522)","118,461","(+/-5,627)","19,389","(+/-3,447)","88,373","(+/-6,222)","87,366","(+/-4,880)","102,032","(+/-5,289)","113,995","(+/-6,720)","41,166","(+/-4,032)","74,303","(+/-4,489)","31,095","(+/-4,033)","29,221","(+/-3,849)","14,868","(+/-2,496)","32,150","(+/-3,853)","50,295","(+/-4,241)","25,286","(+/-3,146)","59,990","(+/-4,456)","48,383","(+/-4,370)","71,224","(+/-4,742)","50,780","(+/-3,823)","112,854","(+/-5,271)","35,041","(+/-3,493)","102,805","(+/-6,085)","33,675","(+/-4,417)","54,605","(+/-4,706)","43,456","(+/-3,825)","122,534","(+/-6,635)","55,729","(+/-4,599)","45,783","(+/-4,089)","29,963","(+/-3,334)","77,146","(+/-4,258)","50,454","(+/-4,224)","41,631","(+/-3,715)","26,888","(+/-2,700)","32,129","(+/-3,164)","56,650","(+/-4,723)","34,398","(+/-3,846)","94,088","(+/-5,734)","59,118","(+/-4,759)","85,817","(+/-5,848)","101,107","(+/-6,405)","76,339","(+/-3,992)","36,236","(+/-3,343)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",23.9,(+/-1.0),24.5,(+/-1.1),26.8,(+/-0.9),25.2,(+/-0.9),29.0,(+/-1.2),26.4,(+/-1.0),26.3,(+/-0.7),34.6,(+/-1.0),33.8,(+/-1.4),32.8,(+/-1.0),29.3,(+/-0.9),29.9,(+/-0.8),29.8,(+/-1.2),30.6,(+/-0.7),26.6,(+/-0.7),24.8,(+/-0.8),23.4,(+/-0.6),28.6,(+/-0.8),25.7,(+/-0.6),24.1,(+/-0.9),23.5,(+/-0.9),23.7,(+/-0.7),34.6,(+/-1.3),21.2,(+/-0.8),26.8,(+/-1.2),25.7,(+/-0.8),36.1,(+/-1.3),27.8,(+/-0.6),30.3,(+/-0.7),28.0,(+/-0.8),30.8,(+/-0.8),28.7,(+/-0.7),31.2,(+/-0.9),31.1,(+/-0.7),31.6,(+/-1.0),25.7,(+/-0.8),32.0,(+/-0.6),30.9,(+/-0.7),32.5,(+/-0.8),28.1,(+/-0.7),36.0,(+/-1.0),29.7,(+/-0.7),29.0,(+/-0.8),29.9,(+/-0.8),28.9,(+/-0.7),26.0,(+/-0.7),24.6,(+/-0.7),31.8,(+/-1.0),26.0,(+/-0.7),23.4,(+/-0.6),24.2,(+/-0.7),26.6,(+/-0.6)
Workers,Occupation,"Civilian employed population 16 years and over","322,108","(+/-5,793)","357,366","(+/-8,057)","359,298","(+/-6,676)","362,622","(+/-7,737)","349,665","(+/-11,774)","361,107","(+/-9,568)","365,817","(+/-9,880)","358,219","(+/-9,099)","348,080","(+/-6,758)","379,770","(+/-8,344)","419,030","(+/-8,011)","391,290","(+/-8,439)","316,863","(+/-9,066)","377,611","(+/-8,756)","378,775","(+/-8,662)","373,519","(+/-7,551)","411,356","(+/-9,827)","349,723","(+/-7,864)","372,154","(+/-9,276)","350,991","(+/-11,170)","321,846","(+/-10,086)","298,406","(+/-8,622)","292,444","(+/-9,492)","362,228","(+/-7,737)","324,136","(+/-9,447)","374,814","(+/-6,210)","343,853","(+/-9,417)","358,499","(+/-9,067)","374,159","(+/-13,547)","413,351","(+/-10,717)","357,400","(+/-9,232)","416,668","(+/-12,114)","374,884","(+/-10,373)","382,939","(+/-12,581)","370,911","(+/-10,135)","391,158","(+/-10,941)","358,179","(+/-11,739)","352,063","(+/-9,039)","371,878","(+/-8,643)","383,298","(+/-9,318)","362,706","(+/-11,634)","362,256","(+/-9,263)","339,181","(+/-10,809)","353,863","(+/-9,313)","380,339","(+/-8,085)","384,930","(+/-10,485)","392,171","(+/-8,016)","359,578","(+/-12,067)","358,213","(+/-9,266)","403,361","(+/-10,725)","384,741","(+/-10,590)","333,160","(+/-9,821)"
Workers,Occupation,"Management, business, science, and arts occupations","113,495","(+/-5,463)","172,840","(+/-5,521)","172,256","(+/-7,058)","143,097","(+/-6,001)","144,476","(+/-7,951)","133,840","(+/-6,703)","158,693","(+/-7,181)","125,064","(+/-6,346)","105,570","(+/-5,416)","219,868","(+/-7,266)","286,515","(+/-7,504)","226,389","(+/-7,021)","80,429","(+/-5,157)","205,717","(+/-7,593)","194,005","(+/-5,928)","233,705","(+/-6,177)","269,840","(+/-7,800)","118,985","(+/-5,800)","192,207","(+/-7,387)","140,262","(+/-7,300)","83,467","(+/-5,497)","60,471","(+/-4,456)","96,420","(+/-5,947)","151,013","(+/-5,823)","82,761","(+/-5,585)","161,809","(+/-5,957)","143,595","(+/-6,011)","186,010","(+/-7,184)","113,164","(+/-5,595)","232,840","(+/-7,482)","117,375","(+/-6,235)","231,614","(+/-9,177)","106,613","(+/-7,687)","123,442","(+/-6,233)","107,791","(+/-7,156)","250,295","(+/-8,397)","128,679","(+/-5,800)","133,208","(+/-5,745)","102,221","(+/-6,216)","210,035","(+/-8,103)","137,178","(+/-7,989)","118,271","(+/-6,995)","99,877","(+/-6,041)","114,186","(+/-6,076)","164,712","(+/-7,269)","106,488","(+/-6,409)","228,254","(+/-7,926)","152,102","(+/-6,694)","180,467","(+/-6,921)","238,093","(+/-8,490)","193,550","(+/-8,040)","112,614","(+/-6,338)"
Workers,Occupation,"Service occupations","68,436","(+/-4,983)","62,537","(+/-5,135)","62,525","(+/-4,658)","74,543","(+/-5,593)","66,808","(+/-5,791)","70,422","(+/-4,387)","68,063","(+/-5,356)","74,766","(+/-5,490)","61,293","(+/-4,629)","47,153","(+/-4,134)","42,451","(+/-3,822)","53,691","(+/-3,954)","54,428","(+/-4,603)","48,285","(+/-4,146)","62,518","(+/-4,413)","47,674","(+/-4,900)","42,923","(+/-4,124)","66,028","(+/-5,013)","62,858","(+/-5,100)","63,635","(+/-5,526)","72,060","(+/-5,259)","58,026","(+/-4,257)","56,654","(+/-4,785)","71,889","(+/-5,677)","81,376","(+/-7,038)","62,797","(+/-3,753)","60,690","(+/-4,983)","53,734","(+/-3,946)","85,911","(+/-6,062)","66,701","(+/-5,889)","65,220","(+/-4,560)","54,869","(+/-4,773)","71,552","(+/-4,784)","92,280","(+/-5,596)","61,304","(+/-5,547)","42,652","(+/-4,041)","77,218","(+/-4,941)","56,787","(+/-4,274)","72,109","(+/-6,103)","51,409","(+/-4,675)","65,460","(+/-5,709)","70,016","(+/-5,178)","74,708","(+/-4,584)","66,737","(+/-4,807)","68,684","(+/-5,114)","89,905","(+/-5,973)","51,318","(+/-5,218)","64,477","(+/-5,482)","57,373","(+/-5,039)","57,582","(+/-4,399)","62,312","(+/-4,508)","81,451","(+/-6,133)"
