Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",3.5,(+/-0.8),21.1,(+/-2.7),16.0,(+/-3.1),3.7,(+/-0.7),8.5,(+/-1.4),6.5,(+/-1.1),9.0,(+/-1.5),11.1,(+/-1.3),8.5,(+/-1.0),7.7,(+/-1.1),6.5,(+/-1.4),8.2,(+/-1.3),8.2,(+/-1.0),8.7,(+/-1.1),8.2,(+/-0.9),8.9,(+/-1.2),5.7,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",16.5,(+/-2.0),26.1,(+/-2.6),30.2,(+/-2.5),17.0,(+/-1.8),22.8,(+/-2.5),18.3,(+/-1.8),19.5,(+/-1.9),25.3,(+/-2.0),24.6,(+/-1.7),20.2,(+/-2.4),18.4,(+/-2.0),24.2,(+/-1.8),24.9,(+/-1.7),27.1,(+/-1.7),28.8,(+/-1.8),25.8,(+/-1.9),19.5,(+/-1.7)
Education,"School Enrollment","Population 3 years and over enrolled in school","167,321","(+/-5,377)","171,876","(+/-7,729)","196,704","(+/-9,322)","180,759","(+/-5,539)","192,666","(+/-5,985)","190,098","(+/-5,173)","176,929","(+/-4,701)","165,659","(+/-4,527)","153,535","(+/-4,621)","180,456","(+/-6,426)","163,794","(+/-4,607)","167,926","(+/-6,393)","153,145","(+/-3,702)","149,056","(+/-4,286)","176,990","(+/-3,613)","168,396","(+/-4,283)","154,225","(+/-6,166)"
Education,"School Enrollment","Nursery school, preschool","9,682","(+/-1,635)","9,415","(+/-2,428)","10,225","(+/-2,369)","14,284","(+/-1,581)","10,297","(+/-1,953)","12,531","(+/-1,630)","7,878","(+/-1,473)","8,894","(+/-1,752)","7,266","(+/-1,200)","8,394","(+/-1,623)","8,451","(+/-1,475)","10,529","(+/-1,646)","6,642","(+/-1,276)","8,017","(+/-1,097)","8,225","(+/-1,209)","9,256","(+/-1,439)","10,277","(+/-1,995)"
Education,"School Enrollment",Kindergarten,"8,216","(+/-1,405)","11,135","(+/-2,735)","6,820","(+/-2,095)","7,695","(+/-1,298)","7,617","(+/-1,662)","10,383","(+/-1,662)","4,737","(+/-1,148)","7,669","(+/-1,354)","8,187","(+/-1,210)","9,767","(+/-2,323)","7,304","(+/-1,370)","7,644","(+/-1,564)","7,781","(+/-1,348)","8,088","(+/-1,209)","7,297",(+/-913),"8,326","(+/-1,649)","9,007","(+/-1,636)"
Education,"School Enrollment","Elementary school (grades 1-8)","69,659","(+/-3,131)","69,705","(+/-5,775)","69,162","(+/-5,390)","73,193","(+/-3,247)","73,304","(+/-3,254)","77,299","(+/-2,434)","76,707","(+/-2,487)","66,753","(+/-2,392)","67,859","(+/-2,638)","74,696","(+/-3,757)","76,919","(+/-2,860)","55,112","(+/-3,807)","68,601","(+/-1,984)","61,434","(+/-2,643)","60,545","(+/-1,628)","67,242","(+/-2,808)","65,455","(+/-3,843)"
Education,"School Enrollment","High school (grades 9-12)","39,624","(+/-2,121)","36,696","(+/-3,842)","28,205","(+/-3,679)","39,357","(+/-3,014)","46,905","(+/-3,469)","42,205","(+/-2,005)","37,659","(+/-2,637)","37,387","(+/-1,891)","35,353","(+/-1,839)","41,224","(+/-2,718)","36,864","(+/-2,146)","29,798","(+/-2,464)","34,511","(+/-1,848)","33,903","(+/-2,245)","32,679","(+/-1,436)","34,415","(+/-1,403)","35,659","(+/-2,376)"
Education,"School Enrollment","College or graduate school","40,140","(+/-3,451)","44,925","(+/-4,425)","82,292","(+/-6,659)","46,230","(+/-3,611)","54,543","(+/-3,947)","47,680","(+/-3,189)","49,948","(+/-3,866)","44,956","(+/-3,496)","34,870","(+/-2,868)","46,375","(+/-3,584)","34,256","(+/-2,969)","64,843","(+/-3,404)","35,610","(+/-2,313)","37,614","(+/-2,510)","68,244","(+/-2,841)","49,157","(+/-3,184)","33,827","(+/-3,209)"
Education,"Educational Attainment","Population 25 years and over","550,343","(+/-4,138)","491,220","(+/-11,325)","532,897","(+/-11,969)","554,650","(+/-6,773)","520,900","(+/-6,050)","529,542","(+/-4,273)","539,561","(+/-2,535)","549,819","(+/-3,583)","544,576","(+/-4,142)","541,168","(+/-5,787)","532,200","(+/-4,989)","547,342","(+/-8,359)","541,743","(+/-2,675)","550,973","(+/-4,059)","529,681","(+/-3,110)","540,313","(+/-2,114)","554,816","(+/-7,537)"
Education,"Educational Attainment","Less than 9th grade","10,333","(+/-1,983)","38,057","(+/-4,878)","11,441","(+/-2,021)","10,103","(+/-1,850)","16,006","(+/-2,731)","20,228","(+/-2,776)","18,654","(+/-2,763)","16,727","(+/-1,903)","13,652","(+/-1,590)","11,989","(+/-1,935)","23,429","(+/-2,721)","9,299","(+/-1,684)","14,501","(+/-2,132)","8,794","(+/-1,415)","14,980","(+/-1,558)","10,277","(+/-1,194)","5,470","(+/-1,123)"
Education,"Educational Attainment","9th to 12th grade, no diploma","16,811","(+/-2,488)","44,453","(+/-4,772)","35,615","(+/-4,850)","17,921","(+/-2,599)","20,236","(+/-2,783)","19,924","(+/-2,400)","30,546","(+/-3,259)","30,204","(+/-3,092)","35,660","(+/-2,516)","26,464","(+/-3,095)","33,544","(+/-3,702)","20,439","(+/-2,855)","33,910","(+/-3,633)","25,338","(+/-2,670)","30,954","(+/-2,331)","25,426","(+/-2,207)","13,725","(+/-2,031)"
Education,"Educational Attainment","High school graduate (includes equivalency)","151,847","(+/-6,700)","158,020","(+/-10,732)","125,219","(+/-7,496)","138,104","(+/-5,586)","142,278","(+/-6,609)","127,741","(+/-5,165)","179,366","(+/-7,110)","199,098","(+/-7,869)","228,767","(+/-6,160)","177,872","(+/-7,801)","190,872","(+/-7,726)","149,103","(+/-5,955)","242,764","(+/-6,099)","220,850","(+/-5,700)","228,007","(+/-5,065)","207,312","(+/-5,538)","152,422","(+/-6,132)"
Education,"Educational Attainment","Some college, no degree","82,848","(+/-4,322)","75,133","(+/-6,661)","94,117","(+/-6,522)","75,055","(+/-5,042)","86,553","(+/-5,033)","72,263","(+/-4,834)","86,549","(+/-5,666)","96,007","(+/-5,114)","81,441","(+/-3,761)","82,243","(+/-5,500)","75,641","(+/-4,606)","82,398","(+/-4,860)","82,917","(+/-4,722)","84,189","(+/-4,110)","72,755","(+/-3,543)","81,113","(+/-3,877)","82,983","(+/-4,850)"
Education,"Educational Attainment","Associate's degree","46,405","(+/-2,965)","29,530","(+/-3,747)","31,588","(+/-4,736)","40,191","(+/-4,054)","38,385","(+/-3,868)","35,748","(+/-3,142)","54,469","(+/-3,692)","53,844","(+/-4,101)","55,788","(+/-2,798)","50,781","(+/-4,026)","44,886","(+/-3,834)","57,363","(+/-4,144)","50,580","(+/-3,276)","61,796","(+/-3,400)","52,999","(+/-2,485)","50,976","(+/-3,676)","57,765","(+/-3,975)"
Education,"Educational Attainment","Bachelor's degree","139,829","(+/-6,322)","88,008","(+/-6,732)","118,819","(+/-5,936)","152,222","(+/-6,595)","120,024","(+/-6,205)","155,024","(+/-5,557)","105,287","(+/-5,227)","95,683","(+/-4,651)","81,789","(+/-5,092)","111,887","(+/-5,303)","103,600","(+/-5,439)","132,115","(+/-5,610)","74,531","(+/-3,890)","95,023","(+/-4,259)","75,677","(+/-4,180)","102,244","(+/-4,907)","147,732","(+/-6,284)"
Education,"Educational Attainment","Graduate or professional degree","102,270","(+/-4,843)","58,019","(+/-4,759)","116,098","(+/-6,854)","121,054","(+/-5,712)","97,418","(+/-5,233)","98,614","(+/-4,453)","64,690","(+/-4,421)","58,256","(+/-3,540)","47,479","(+/-3,167)","79,932","(+/-4,549)","60,228","(+/-4,503)","96,625","(+/-4,862)","42,540","(+/-3,090)","54,983","(+/-3,036)","54,309","(+/-2,875)","62,965","(+/-4,079)","94,719","(+/-4,697)"
Education,"Educational Attainment","Percent high school graduate or higher",95.1,(+/-0.5),83.2,(+/-1.3),91.2,(+/-1.0),94.9,(+/-0.6),93.0,(+/-0.7),92.4,(+/-0.6),90.9,(+/-0.8),91.5,(+/-0.7),90.9,(+/-0.6),92.9,(+/-0.7),89.3,(+/-0.8),94.6,(+/-0.5),91.1,(+/-0.8),93.8,(+/-0.6),91.3,(+/-0.5),93.4,(+/-0.5),96.5,(+/-0.4)
Education,"Educational Attainment","Percent bachelor's degree or higher",44.0,(+/-1.3),29.7,(+/-1.5),44.1,(+/-1.4),49.3,(+/-1.4),41.7,(+/-1.4),47.9,(+/-1.3),31.5,(+/-1.2),28.0,(+/-1.0),23.7,(+/-1.0),35.4,(+/-1.3),30.8,(+/-1.2),41.8,(+/-1.2),21.6,(+/-0.8),27.2,(+/-0.9),24.5,(+/-0.9),30.6,(+/-1.1),43.7,(+/-1.1)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","309,196",G,"247,201",G,"322,229",G,"408,838",G,"348,073",G,"338,643",G,"302,775",G,"270,391",G,"237,772",G,"375,166",G,"283,858",G,"415,976",G,"227,753",G,"253,910",G,"211,813",G,"281,512",G,"319,877",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",9,J,0,N,18,J,123,H,7,G,646,G,21,J,43,J,473,H,83,J,252,H,4,J,349,G,79,J,472,G,166,H,23,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",177,H,0,N,0,N,346,H,121,J,136,G,76,J,534,G,"2,329",G,379,H,296,J,254,G,489,J,"6,818",G,"2,880",H,"1,121",H,"1,164",G
Business,"Paid employees for pay period including March 12",Utilities,441,J,104,J,"1,446",J,"2,537",H,"1,067",J,"2,542",J,"2,014",J,"1,440",G,"2,491",J,"1,709",H,"1,324",H,"2,322",J,885,H,"3,548",H,"1,295",G,"1,429",G,"1,900",J
Business,"Paid employees for pay period including March 12",Construction,"20,650",G,"6,861",G,"3,593",G,"23,185",G,"16,455",G,"14,017",G,"11,422",G,"10,119",G,"9,444",G,"18,512",G,"24,234",G,"15,667",G,"10,841",G,"18,953",G,"9,193",G,"11,195",G,"24,148",G
Business,"Paid employees for pay period including March 12",Manufacturing,"40,902",G,"13,016",G,"2,511",G,"40,265",G,"15,397",G,"26,241",G,"34,125",G,"32,626",G,"43,251",G,"34,400",G,"49,693",G,"20,050",H,"38,135",G,"27,175",G,"38,717",G,"50,028",G,"25,225",G
Business,"Paid employees for pay period including March 12","Wholesale trade","23,859",G,"9,665",G,"4,524",G,"25,086",G,"11,826",G,"21,657",G,"19,767",G,"11,251",G,"11,273",G,"16,545",G,"17,341",G,"10,243",G,"8,393",G,"12,088",G,"5,341",G,"10,519",G,"15,282",G
Business,"Paid employees for pay period including March 12","Retail trade","41,048",G,"30,177",G,"20,119",G,"43,924",G,"36,994",G,"37,761",G,"39,468",G,"41,863",G,"33,642",G,"47,377",G,"39,770",G,"34,628",G,"34,524",G,"36,006",G,"34,432",G,"38,808",G,"42,459",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","11,748",G,"7,428",G,"2,983",H,"13,577",G,"26,979",H,"9,775",G,"23,111",G,"21,915",G,"19,893",G,"32,455",G,"13,251",G,"8,029",G,"16,754",G,"14,276",G,"10,096",G,"10,477",G,"13,591",H
Business,"Paid employees for pay period including March 12",Information,"5,206",G,"4,344",H,"18,328",H,"9,604",G,"7,371",H,"11,594",H,"4,387",G,"3,578",G,"2,346",G,"3,707",G,"2,176",H,"10,525",G,"2,953",H,"4,578",H,"2,805",G,"3,823",G,"4,934",G
Business,"Paid employees for pay period including March 12","Finance and insurance","11,138",G,"7,641",H,"21,050",G,"30,760",G,"25,474",G,"33,022",H,"9,198",G,"10,229",G,"5,385",G,"21,270",G,"8,866",H,"40,738",G,"6,117",G,"6,767",H,"5,791",G,"11,102",H,"13,814",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","3,443",G,"3,296",G,"5,716",G,"5,135",G,"5,666",G,"6,484",H,"2,679",G,"2,739",H,"1,833",G,"4,159",H,"3,048",G,"5,584",G,"1,663",G,"2,652",G,"2,076",G,"2,381",G,"3,898",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","24,573",G,"10,541",G,"42,089",G,"34,542",G,"19,775",G,"30,172",G,"12,076",G,"9,651",G,"6,445",G,"21,189",G,"14,848",H,"39,326",G,"6,707",G,"10,797",G,"7,368",G,"11,535",G,"22,353",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","4,239",G,"5,073",G,"7,200",H,"24,402",H,"14,782",G,"17,426",G,"7,555",H,"2,523",G,"5,924",G,"17,057",G,"6,373",G,"17,844",G,"3,432",G,"7,244",G,"2,728",H,"5,225",H,"28,661",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","17,770",G,"9,106",G,"14,966",G,"31,110",G,"25,103",G,"19,761",G,"19,088",G,"14,367",G,"8,667",G,"24,624",G,"11,739",G,"19,162",G,"8,042",G,"10,234",G,"6,705",G,"12,087",G,"18,270",G
Business,"Paid employees for pay period including March 12","Educational services","5,485",G,"25,293",H,"55,360",H,"10,855",G,"19,978",G,"8,363",G,"11,883",G,"10,655",G,"3,073",G,"10,346",G,"6,131",G,"43,722",G,"5,930",G,"4,480",G,"6,137",H,"9,463",G,"8,093",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","56,457",G,"83,581",G,"84,230",H,"69,964",G,"65,883",G,"60,147",G,"65,357",H,"55,614",G,"51,235",G,"72,239",G,"45,430",G,"93,650",H,"47,210",G,"46,985",G,"42,748",G,"59,670",G,"53,921",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","5,830",H,"3,523",H,"3,806",G,"5,023",G,"17,913",H,"5,272",G,"4,849",G,"3,528",G,"1,939",G,"5,834",H,"3,377",G,"6,959",G,"2,619",G,"4,089",G,"2,092",G,"3,826",G,"3,734",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","22,575",G,"17,691",G,"21,329",G,"22,880",G,"24,305",G,"20,292",G,"24,219",G,"27,472",G,"17,746",G,"26,420",G,"21,058",G,"30,317",G,"21,202",G,"25,572",G,"20,091",G,"25,542",G,"25,094",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","13,643",G,"9,841",G,"12,874",G,"15,498",G,"12,954",G,"13,285",G,"11,474",G,"10,229",G,"10,376",G,"16,858",G,"14,646",G,"16,938",G,"11,497",G,"11,557",G,"10,832",G,"13,108",G,"13,303",G
Business,"Paid employees for pay period including March 12","Industries not classified",3,J,19,J,37,J,22,H,23,J,50,G,6,G,15,G,7,J,3,J,5,G,14,J,11,J,12,J,14,J,7,G,10,J
Business,"Annual payroll ($1,000)","Total for all sectors","18,306,470",G,"13,975,632",G,"26,473,736",H,"31,069,324",G,"22,191,631",G,"26,617,126",G,"17,262,979",G,"12,722,914",G,"11,628,899",G,"21,208,017",G,"14,627,673",G,"27,702,444",G,"9,798,287",G,"13,127,305",G,"9,303,357",G,"13,308,652",G,"17,935,473",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",411,G,0,N,824,J,"4,911",G,262,H,"28,474",G,531,G,"1,378",G,"26,392",H,"4,409",J,"13,341",H,70,G,"15,235",H,"2,932",G,"19,727",G,"6,538",G,820,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","11,686",H,0,N,0,N,"27,185",G,"38,940",H,"10,030",G,"3,817",H,"39,186",G,"186,584",H,"28,905",H,"20,801",H,"20,474",G,"36,039",J,"683,885",G,"229,584",H,"101,470",H,"167,536",G
Business,"Annual payroll ($1,000)",Utilities,"61,273",J,"19,682",J,"185,268",J,"380,512",G,"135,686",J,"302,317",J,"287,930",J,"127,529",G,"236,960",J,"171,119",H,"169,301",H,"258,186",J,"87,467",H,"404,439",G,"119,255",H,"137,799",H,"215,164",J
Business,"Annual payroll ($1,000)",Construction,"1,557,806",G,"527,020",G,"358,367",G,"2,037,113",G,"1,372,422",G,"1,091,555",G,"765,305",G,"655,231",G,"601,281",G,"1,270,786",G,"1,678,064",G,"1,112,650",G,"600,273",G,"1,304,545",G,"535,654",G,"720,343",G,"1,862,508",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,736,369",G,"818,617",G,"151,965",G,"3,255,277",G,"1,243,022",G,"1,875,291",G,"2,346,425",G,"2,005,527",G,"2,413,810",G,"2,082,392",G,"3,063,836",G,"1,497,697",H,"2,147,979",G,"1,513,585",G,"2,126,250",G,"2,984,733",G,"1,819,820",G
Business,"Annual payroll ($1,000)","Wholesale trade","2,096,608",G,"677,478",G,"451,365",H,"2,945,179",G,"1,043,057",G,"2,421,032",G,"1,765,010",G,"675,198",G,"618,199",G,"1,195,608",G,"1,091,620",G,"742,989",G,"462,383",G,"788,456",G,"284,660",G,"638,917",G,"1,267,658",G
Business,"Annual payroll ($1,000)","Retail trade","1,476,251",G,"1,086,156",G,"595,902",G,"1,523,485",G,"1,286,305",G,"1,545,664",G,"1,334,875",G,"1,278,350",G,"1,026,664",G,"1,493,974",G,"1,238,638",G,"1,113,841",G,"997,240",G,"1,131,685",G,"1,007,162",G,"1,124,667",G,"1,420,880",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","523,091",G,"361,445",G,"254,785",G,"685,501",G,"1,430,181",H,"561,167",G,"1,238,932",G,"1,120,990",G,"1,110,759",G,"1,636,455",G,"677,715",G,"360,615",G,"741,453",G,"677,975",G,"472,810",G,"521,150",G,"692,246",H
Business,"Annual payroll ($1,000)",Information,"538,756",G,"302,673",H,"2,643,815",J,"922,570",G,"770,652",H,"1,616,914",H,"305,958",G,"199,873",G,"97,575",G,"250,996",G,"124,359",G,"1,364,841",G,"150,778",H,"595,018",J,"177,493",G,"255,917",G,"450,425",G
Business,"Annual payroll ($1,000)","Finance and insurance","1,129,714",G,"662,730",H,"3,305,155",G,"4,298,883",G,"2,669,364",G,"4,215,809",H,"796,771",G,"710,805",G,"312,172",G,"1,719,694",G,"756,969",H,"4,043,013",G,"365,990",G,"509,588",G,"368,544",G,"827,021",H,"1,351,075",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","228,763",G,"208,463",G,"481,161",G,"447,752",G,"440,270",G,"545,526",H,"149,994",G,"136,927",G,"88,002",G,"252,953",G,"159,839",G,"339,491",G,"68,915",G,"147,842",G,"97,404",G,"107,735",G,"229,595",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","2,451,466",G,"921,775",G,"5,562,167",G,"3,841,831",G,"2,079,842",G,"3,345,798",G,"927,229",G,"726,964",H,"378,715",G,"1,741,451",G,"1,020,979",G,"4,022,680",G,"390,227",G,"752,218",G,"514,792",G,"846,126",G,"1,709,855",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","454,231",H,"580,077",G,"878,310",H,"3,739,868",G,"1,729,945",G,"2,941,090",G,"1,098,932",H,"155,116",G,"421,061",G,"2,003,296",G,"605,995",G,"2,146,393",G,"276,898",G,"852,885",G,"178,261",H,"502,852",H,"1,805,076",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","970,996",G,"462,851",G,"657,024",G,"1,712,571",G,"1,287,217",G,"1,172,693",G,"788,893",G,"546,233",G,"392,766",G,"933,421",G,"452,192",G,"835,411",G,"290,044",G,"477,149",G,"243,840",G,"461,666",G,"804,801",G
Business,"Annual payroll ($1,000)","Educational services","239,950",G,"1,470,054",H,"3,618,336",J,"472,972",G,"886,752",G,"359,830",G,"527,665",G,"384,308",G,"87,578",G,"390,753",G,"187,848",G,"2,245,884",G,"202,352",G,"145,878",G,"242,348",H,"297,442",G,"337,902",G
Business,"Annual payroll ($1,000)","Health care and social assistance","2,641,071",G,"4,808,679",H,"5,590,422",H,"3,549,857",G,"3,680,537",G,"3,452,062",H,"3,863,330",H,"2,930,259",H,"2,964,220",G,"4,674,429",G,"2,388,776",G,"5,545,560",H,"2,254,652",G,"2,203,366",H,"2,019,335",G,"2,851,788",H,"2,707,834",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","182,191",H,"145,208",H,"469,734",H,"146,086",G,"961,615",G,"166,004",G,"123,051",G,"82,286",G,"59,542",G,"167,463",H,"93,065",G,"657,638",G,"47,551",G,"137,087",H,"38,333",G,"93,492",G,"121,915",G
Business,"Annual payroll ($1,000)","Accommodation and food services","491,237",G,"505,062",G,"654,538",G,"520,227",G,"605,914",G,"472,417",G,"563,160",G,"635,654",G,"333,587",G,"559,913",G,"419,488",G,"711,923",G,"368,395",G,"453,321",G,"352,378",G,"450,002",G,"509,158",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","514,073",G,"416,166",G,"604,851",G,"556,104",G,"528,195",G,"491,570",G,"375,005",G,"310,792",G,"272,831",G,"629,930",G,"464,792",G,"682,704",G,"294,260",G,"345,105",G,"275,311",G,"378,724",G,"461,087",G
Business,"Annual payroll ($1,000)","Industries not classified",527,G,"1,465",J,"1,757",J,"1,440",H,"1,453",G,"1,883",H,166,G,308,H,201,G,70,G,55,H,384,G,156,H,346,H,216,G,270,G,118,G
Business,"Total Establishments","Total for all sectors","22,667",X,"14,191",X,"14,644",X,"21,573",X,"18,630",X,"20,000",X,"16,405",X,"17,108",X,"15,614",X,"18,243",X,"16,865",X,"19,830",X,"15,939",X,"17,548",X,"16,688",X,"17,988",X,"19,413",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",10,X,0,N,4,X,13,X,3,X,63,X,11,X,20,X,74,X,17,X,54,X,3,X,69,X,30,X,137,X,48,X,6,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",12,X,0,N,0,N,20,X,5,X,11,X,9,X,41,X,161,X,24,X,12,X,23,X,28,X,195,X,227,X,78,X,53,X
Business,"Total Establishments",Utilities,26,X,4,X,16,X,33,X,35,X,71,X,40,X,64,X,70,X,60,X,41,X,41,X,57,X,104,X,102,X,71,X,41,X
Business,"Total Establishments",Construction,"2,900",X,"1,151",X,538,X,"2,107",X,"1,761",X,"1,854",X,"1,468",X,"1,543",X,"1,426",X,"1,294",X,"2,319",X,"1,547",X,"1,657",X,"1,721",X,"1,458",X,"1,648",X,"1,838",X
Business,"Total Establishments",Manufacturing,"1,164",X,450,X,203,X,782,X,425,X,713,X,725,X,660,X,864,X,658,X,"1,198",X,624,X,872,X,860,X,"1,017",X,"1,344",X,648,X
Business,"Total Establishments","Wholesale trade","1,415",X,590,X,297,X,"1,075",X,820,X,"1,079",X,742,X,665,X,613,X,818,X,739,X,827,X,584,X,727,X,495,X,802,X,983,X
Business,"Total Establishments","Retail trade","2,457",X,"2,292",X,"1,968",X,"2,336",X,"2,454",X,"1,982",X,"2,225",X,"2,774",X,"2,456",X,"2,357",X,"2,330",X,"2,330",X,"2,490",X,"2,468",X,"2,524",X,"2,574",X,"2,408",X
Business,"Total Establishments","Transportation and warehousing",850,X,797,X,182,X,502,X,509,X,402,X,715,X,697,X,817,X,743,X,629,X,353,X,675,X,594,X,755,X,529,X,535,X
Business,"Total Establishments",Information,340,X,239,X,332,X,457,X,360,X,431,X,269,X,293,X,233,X,319,X,224,X,459,X,261,X,254,X,315,X,274,X,323,X
Business,"Total Establishments","Finance and insurance","1,368",X,514,X,785,X,"1,499",X,"1,132",X,"1,329",X,825,X,849,X,777,X,"1,090",X,809,X,"1,272",X,800,X,906,X,895,X,966,X,"1,205",X
Business,"Total Establishments","Real estate and rental and leasing",875,X,558,X,866,X,912,X,803,X,928,X,618,X,618,X,429,X,717,X,510,X,823,X,433,X,538,X,452,X,531,X,766,X
Business,"Total Establishments","Professional, scientific, and technical services","2,739",X,"1,017",X,"2,127",X,"2,871",X,"2,199",X,"2,956",X,"1,435",X,"1,351",X,991,X,"1,864",X,"1,310",X,"2,403",X,979,X,"1,331",X,"1,107",X,"1,232",X,"2,101",X
Business,"Total Establishments","Management of companies and enterprises",138,X,65,X,84,X,181,X,137,X,223,X,127,X,84,X,75,X,230,X,108,X,188,X,65,X,105,X,84,X,108,X,230,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,503",X,523,X,603,X,"1,434",X,"1,135",X,"1,464",X,988,X,940,X,760,X,"1,113",X,895,X,"1,047",X,728,X,808,X,656,X,861,X,"1,056",X
Business,"Total Establishments","Educational services",288,X,223,X,355,X,358,X,342,X,319,X,216,X,185,X,111,X,215,X,170,X,306,X,144,X,146,X,128,X,203,X,254,X
Business,"Total Establishments","Health care and social assistance","2,409",X,"2,094",X,"2,144",X,"2,681",X,"2,577",X,"2,214",X,"2,130",X,"2,244",X,"1,830",X,"2,340",X,"1,616",X,"2,724",X,"1,963",X,"2,484",X,"2,190",X,"2,470",X,"2,727",X
Business,"Total Establishments","Arts, entertainment, and recreation",360,X,219,X,306,X,389,X,306,X,353,X,273,X,254,X,241,X,289,X,239,X,404,X,242,X,301,X,239,X,290,X,334,X
Business,"Total Establishments","Accommodation and food services","1,653",X,"1,730",X,"2,010",X,"1,663",X,"1,671",X,"1,517",X,"1,671",X,"1,899",X,"1,486",X,"1,730",X,"1,359",X,"2,120",X,"1,508",X,"1,615",X,"1,609",X,"1,634",X,"1,691",X
Business,"Total Establishments","Other services (except public administration)","2,150",X,"1,711",X,"1,799",X,"2,242",X,"1,941",X,"2,071",X,"1,907",X,"1,916",X,"2,194",X,"2,361",X,"2,296",X,"2,317",X,"2,376",X,"2,348",X,"2,288",X,"2,311",X,"2,207",X
