Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Business,"Annual payroll ($1,000)","Health care and social assistance","2,025,108",H,"2,503,093",G,"1,997,533",G,"1,931,906",G,"6,484,836",G,"1,902,533",G,"1,781,121",G,"1,623,979",G,"1,652,559",H,"1,309,011",G,"2,577,986",H,"2,507,872",G,"1,152,209",G,"1,459,730",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","85,641",G,"41,047",G,"75,959",G,"78,308",G,"516,127",G,"147,671",G,"97,651",G,"28,142",H,"383,029",H,"52,897",G,"407,936",H,"76,380",H,"60,937",J,"39,207",G
Business,"Annual payroll ($1,000)","Accommodation and food services","830,870",G,"491,315",G,"544,786",G,"631,030",G,"1,598,713",G,"596,575",G,"478,717",G,"421,882",G,"547,948",G,"489,236",G,"779,333",G,"466,223",G,"305,964",G,"385,184",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","384,387",G,"295,202",G,"317,600",G,"489,723",G,"1,040,634",G,"507,190",G,"520,050",G,"191,419",G,"377,419",G,"289,200",G,"492,321",G,"259,666",G,"196,785",G,"271,242",G
Business,"Annual payroll ($1,000)","Industries not classified","2,246",H,713,G,"3,319",G,"3,924",G,"4,181",G,"1,114",G,"1,427",G,"1,812",H,"1,406",G,"2,663",J,"1,049",G,"2,291",H,"3,191",G,"1,516",H
Business,"Total Establishments","Total for all sectors","17,438",X,"16,101",X,"16,950",X,"19,900",X,"29,495",X,"25,364",X,"21,067",X,"13,312",X,"17,776",X,"15,791",X,"22,337",X,"14,171",X,"10,429",X,"12,456",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",120,X,200,X,52,X,11,X,5,X,26,X,11,X,175,X,38,X,72,X,16,X,183,X,9,X,34,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",12,X,15,X,12,X,8,X,3,X,11,X,3,X,11,X,16,X,34,X,14,X,25,X,4,X,11,X
Business,"Total Establishments",Utilities,67,X,50,X,45,X,31,X,58,X,26,X,12,X,71,X,45,X,40,X,34,X,56,X,22,X,29,X
Business,"Total Establishments",Construction,"1,444",X,"1,010",X,"1,677",X,"1,236",X,926,X,"2,252",X,"1,855",X,"1,021",X,"2,125",X,"1,902",X,"2,204",X,"1,262",X,863,X,"1,240",X
Business,"Total Establishments",Manufacturing,456,X,538,X,617,X,556,X,558,X,570,X,469,X,517,X,779,X,574,X,589,X,471,X,237,X,720,X
Business,"Total Establishments","Wholesale trade",655,X,739,X,648,X,"1,012",X,"1,235",X,"1,664",X,"1,543",X,609,X,917,X,662,X,"1,146",X,538,X,431,X,672,X
Business,"Total Establishments","Retail trade","2,984",X,"3,162",X,"2,622",X,"2,626",X,"2,850",X,"2,413",X,"2,305",X,"2,664",X,"2,677",X,"2,280",X,"2,552",X,"2,553",X,"1,610",X,"2,205",X
Business,"Total Establishments","Transportation and warehousing",852,X,537,X,691,X,788,X,"1,118",X,539,X,728,X,472,X,632,X,701,X,532,X,492,X,746,X,471,X
Business,"Total Establishments",Information,238,X,243,X,246,X,513,X,985,X,618,X,503,X,185,X,293,X,245,X,423,X,203,X,188,X,182,X
Business,"Total Establishments","Finance and insurance",893,X,"1,037",X,973,X,996,X,"1,865",X,"1,592",X,"1,497",X,874,X,966,X,840,X,"1,477",X,858,X,473,X,666,X
Business,"Total Establishments","Real estate and rental and leasing","1,023",X,730,X,"1,002",X,"1,269",X,"2,421",X,"1,650",X,"1,131",X,540,X,"1,002",X,898,X,"1,469",X,588,X,530,X,516,X
Business,"Total Establishments","Professional, scientific, and technical services","1,532",X,"1,282",X,"1,543",X,"2,873",X,"5,684",X,"5,011",X,"3,321",X,927,X,"1,726",X,"1,500",X,"3,383",X,"1,163",X,936,X,948,X
Business,"Total Establishments","Management of companies and enterprises",68,X,90,X,57,X,143,X,337,X,226,X,157,X,51,X,66,X,39,X,277,X,51,X,47,X,48,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",948,X,771,X,954,X,"1,100",X,"1,409",X,"1,648",X,"1,286",X,567,X,"1,022",X,"1,008",X,"1,387",X,694,X,615,X,637,X
Business,"Total Establishments","Educational services",168,X,154,X,182,X,337,X,510,X,514,X,323,X,103,X,208,X,195,X,323,X,136,X,113,X,100,X
Business,"Total Establishments","Health care and social assistance","1,847",X,"1,998",X,"1,931",X,"2,397",X,"3,341",X,"2,509",X,"2,099",X,"1,702",X,"1,641",X,"1,631",X,"2,306",X,"1,752",X,"1,307",X,"1,369",X
Business,"Total Establishments","Arts, entertainment, and recreation",259,X,188,X,282,X,331,X,801,X,431,X,306,X,143,X,271,X,247,X,381,X,149,X,135,X,141,X
Business,"Total Establishments","Accommodation and food services","2,088",X,"1,603",X,"1,588",X,"1,824",X,"2,823",X,"1,685",X,"1,777",X,"1,342",X,"1,608",X,"1,335",X,"1,882",X,"1,424",X,"1,041",X,"1,126",X
Business,"Total Establishments","Other services (except public administration)","1,747",X,"1,728",X,"1,791",X,"1,782",X,"2,473",X,"1,941",X,"1,697",X,"1,312",X,"1,715",X,"1,557",X,"1,905",X,"1,541",X,"1,080",X,"1,319",X
Business,"Total Establishments","Industries not classified",37,X,26,X,37,X,67,X,93,X,38,X,44,X,26,X,29,X,31,X,37,X,32,X,42,X,22,X

"Source: 2021 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
