Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",30.1,(+/-2.3),27.0,(+/-2.1),21.1,(+/-2.2),21.4,(+/-2.8),14.1,(+/-1.6),15.0,(+/-1.7),24.1,(+/-2.8),15.4,(+/-2.1),21.2,(+/-1.8),19.6,(+/-2.5),16.8,(+/-2.2),28.6,(+/-1.7),30.7,(+/-2.0),20.4,(+/-2.2),24.8,(+/-1.3),20.2,(+/-1.8),27.4,(+/-1.8)
Education,"School Enrollment","Population 3 years and over enrolled in school","180,866","(+/-11,111)","177,594","(+/-7,856)","164,960","(+/-10,122)","177,901","(+/-9,177)","153,775","(+/-8,795)","167,692","(+/-8,078)","175,914","(+/-10,279)","175,860","(+/-7,731)","172,518","(+/-8,557)","183,930","(+/-5,679)","190,161","(+/-6,517)","168,441","(+/-4,468)","188,315","(+/-7,050)","201,115","(+/-5,704)","161,315","(+/-5,200)","171,962","(+/-6,222)","180,797","(+/-6,752)"
Education,"School Enrollment","Nursery school, preschool","12,060","(+/-1,879)","9,707","(+/-1,953)","10,537","(+/-2,277)","8,246","(+/-1,734)","13,170","(+/-2,411)","10,331","(+/-1,501)","11,240","(+/-2,568)","10,222","(+/-2,224)","11,809","(+/-2,105)","12,818","(+/-1,823)","12,361","(+/-1,898)","12,351","(+/-1,680)","12,879","(+/-1,922)","10,993","(+/-1,684)","11,069","(+/-1,231)","11,708","(+/-1,674)","12,769","(+/-2,208)"
Education,"School Enrollment",Kindergarten,"6,354","(+/-1,631)","8,866","(+/-1,753)","8,181","(+/-1,996)","9,002","(+/-1,790)","7,162","(+/-1,428)","8,845","(+/-1,524)","8,862","(+/-2,565)","9,736","(+/-1,851)","8,669","(+/-1,617)","8,735","(+/-1,738)","8,640","(+/-1,437)","8,942","(+/-1,145)","7,594","(+/-1,250)","9,254","(+/-1,673)","9,085","(+/-1,248)","8,682","(+/-1,533)","8,439","(+/-1,571)"
Education,"School Enrollment","Elementary school (grades 1-8)","72,803","(+/-6,904)","78,400","(+/-5,847)","63,046","(+/-5,649)","73,600","(+/-5,285)","55,809","(+/-4,311)","70,385","(+/-5,440)","67,147","(+/-5,875)","74,518","(+/-4,404)","60,398","(+/-5,029)","76,187","(+/-3,276)","79,375","(+/-4,392)","73,417","(+/-3,145)","64,132","(+/-3,788)","81,672","(+/-3,772)","71,588","(+/-2,889)","77,549","(+/-3,928)","70,583","(+/-3,776)"
Education,"School Enrollment","High school (grades 9-12)","43,835","(+/-4,586)","42,990","(+/-3,433)","39,517","(+/-3,765)","46,478","(+/-4,534)","28,824","(+/-3,456)","38,259","(+/-3,858)","33,817","(+/-3,918)","41,477","(+/-3,924)","35,336","(+/-3,387)","41,919","(+/-2,650)","44,447","(+/-3,322)","37,195","(+/-1,915)","34,060","(+/-2,790)","47,422","(+/-2,857)","39,739","(+/-2,632)","39,224","(+/-2,643)","33,244","(+/-2,726)"
Education,"School Enrollment","College or graduate school","45,814","(+/-4,218)","37,631","(+/-4,315)","43,679","(+/-3,861)","40,575","(+/-4,592)","48,810","(+/-4,894)","39,872","(+/-3,547)","54,848","(+/-6,216)","39,907","(+/-3,864)","56,306","(+/-4,561)","44,271","(+/-3,963)","45,338","(+/-3,670)","36,536","(+/-2,463)","69,650","(+/-3,777)","51,774","(+/-4,824)","29,834","(+/-2,065)","34,799","(+/-3,083)","55,762","(+/-3,413)"
Education,"Educational Attainment","Population 25 years and over","502,110","(+/-11,512)","494,830","(+/-10,334)","492,275","(+/-10,776)","478,196","(+/-12,620)","537,838","(+/-13,971)","527,609","(+/-9,693)","530,736","(+/-14,706)","521,822","(+/-9,157)","529,397","(+/-12,378)","503,277","(+/-5,744)","520,618","(+/-9,468)","523,566","(+/-3,846)","492,980","(+/-7,230)","494,548","(+/-6,367)","525,418","(+/-6,468)","520,503","(+/-6,608)","497,116","(+/-6,080)"
Education,"Educational Attainment","Less than 9th grade","14,638","(+/-2,613)","23,653","(+/-3,174)","47,114","(+/-4,916)","74,790","(+/-6,772)","15,733","(+/-2,739)","16,545","(+/-2,647)","22,925","(+/-3,656)","28,737","(+/-3,447)","24,971","(+/-4,289)","25,122","(+/-3,020)","21,786","(+/-3,266)","13,329","(+/-1,592)","9,535","(+/-1,952)","27,992","(+/-3,234)","10,256","(+/-1,436)","9,462","(+/-1,934)","14,901","(+/-2,195)"
Education,"Educational Attainment","9th to 12th grade, no diploma","29,539","(+/-3,662)","28,592","(+/-3,661)","29,729","(+/-3,548)","41,856","(+/-4,510)","11,319","(+/-2,403)","16,623","(+/-2,429)","35,843","(+/-4,246)","19,655","(+/-2,713)","17,756","(+/-2,626)","22,300","(+/-2,898)","21,179","(+/-2,364)","27,822","(+/-2,349)","26,314","(+/-3,046)","22,961","(+/-2,304)","25,626","(+/-2,369)","22,932","(+/-2,544)","32,844","(+/-3,000)"
Education,"Educational Attainment","High school graduate (includes equivalency)","133,274","(+/-7,720)","154,253","(+/-7,368)","117,594","(+/-7,395)","135,785","(+/-7,100)","67,929","(+/-5,818)","116,835","(+/-5,931)","106,569","(+/-6,530)","122,835","(+/-5,893)","84,191","(+/-5,060)","101,332","(+/-5,513)","105,704","(+/-5,287)","159,632","(+/-5,564)","146,379","(+/-5,392)","133,995","(+/-6,311)","188,154","(+/-6,989)","153,777","(+/-6,112)","158,872","(+/-6,578)"
Education,"Educational Attainment","Some college, no degree","121,618","(+/-6,601)","125,396","(+/-5,867)","74,880","(+/-4,757)","76,529","(+/-5,619)","65,653","(+/-4,952)","103,864","(+/-5,418)","80,411","(+/-6,878)","96,750","(+/-5,183)","70,750","(+/-4,549)","81,865","(+/-5,385)","98,364","(+/-6,596)","119,682","(+/-4,660)","101,814","(+/-5,483)","106,916","(+/-5,688)","111,392","(+/-4,639)","111,133","(+/-4,911)","117,017","(+/-4,315)"
Education,"Educational Attainment","Associate's degree","43,079","(+/-3,401)","43,138","(+/-3,611)","35,975","(+/-3,594)","31,480","(+/-3,814)","27,962","(+/-3,638)","43,538","(+/-4,198)","28,668","(+/-3,644)","43,665","(+/-4,203)","33,352","(+/-3,322)","33,342","(+/-3,474)","41,073","(+/-3,317)","72,632","(+/-3,825)","47,788","(+/-3,700)","44,323","(+/-3,720)","55,324","(+/-3,253)","55,617","(+/-3,098)","50,942","(+/-3,605)"
Education,"Educational Attainment","Bachelor's degree","89,859","(+/-5,295)","69,234","(+/-5,045)","121,820","(+/-5,489)","73,549","(+/-5,339)","201,086","(+/-8,146)","138,175","(+/-6,277)","136,627","(+/-9,406)","139,097","(+/-6,664)","169,703","(+/-7,674)","130,335","(+/-5,528)","143,949","(+/-6,203)","79,350","(+/-4,600)","91,884","(+/-5,336)","99,165","(+/-4,284)","84,155","(+/-4,712)","106,455","(+/-4,838)","78,547","(+/-4,194)"
Education,"Educational Attainment","Graduate or professional degree","70,103","(+/-4,418)","50,564","(+/-4,146)","65,163","(+/-4,325)","44,207","(+/-3,943)","148,156","(+/-7,791)","92,029","(+/-5,502)","119,693","(+/-8,032)","71,083","(+/-4,949)","128,674","(+/-6,324)","108,981","(+/-4,688)","88,563","(+/-4,667)","51,119","(+/-3,822)","69,266","(+/-4,201)","59,196","(+/-4,601)","50,511","(+/-3,702)","61,127","(+/-3,679)","43,993","(+/-3,404)"
Education,"Educational Attainment","Percent high school graduate or higher",91.2,(+/-0.8),89.4,(+/-0.9),84.4,(+/-1.3),75.6,(+/-1.4),95.0,(+/-0.7),93.7,(+/-0.7),88.9,(+/-1.0),90.7,(+/-0.8),91.9,(+/-0.9),90.6,(+/-0.8),91.7,(+/-0.8),92.1,(+/-0.5),92.7,(+/-0.7),89.7,(+/-0.8),93.2,(+/-0.5),93.8,(+/-0.6),90.4,(+/-0.7)
Education,"Educational Attainment","Percent bachelor's degree or higher",31.9,(+/-1.2),24.2,(+/-1.2),38.0,(+/-1.4),24.6,(+/-1.2),64.9,(+/-1.3),43.6,(+/-1.2),48.3,(+/-1.8),40.3,(+/-1.2),56.4,(+/-1.3),47.6,(+/-1.1),44.7,(+/-1.4),24.9,(+/-1.2),32.7,(+/-1.2),32.0,(+/-1.2),25.6,(+/-1.0),32.2,(+/-1.0),24.7,(+/-1.1)

"Source: 2022 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","190,873",G,"188,714",G,"226,134",G,"226,333",G,"320,763",G,"356,837",G,"809,469",G,"380,943",G,"277,165",G,"329,604",G,"336,762",G,"207,260",G,"285,879",G,"183,252",G,"193,342",G,"196,746",G,"335,935",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",10,J,46,H,0,N,0,N,21,J,12,G,15,G,53,J,33,H,97,H,56,G,233,J,33,J,149,G,506,G,366,J,192,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",15,J,117,J,0,N,150,J,0,N,5,J,0,N,100,G,48,H,94,G,192,H,"2,597",G,192,H,596,H,962,G,274,G,116,J
Business,"Paid employees for pay period including March 12",Utilities,"1,438",J,705,G,936,G,806,H,396,H,"2,572",J,"3,341",G,360,H,160,G,"1,244",H,"2,057",H,"1,830",G,"2,413",H,"1,348",H,"2,179",G,"2,873",J,"2,484",G
Business,"Paid employees for pay period including March 12",Construction,"13,198",G,"8,140",G,"14,587",G,"8,831",G,"10,572",G,"20,616",G,"13,670",G,"19,256",G,"8,230",G,"12,106",G,"15,318",G,"9,602",G,"14,422",G,"11,090",G,"9,466",G,"11,015",G,"11,438",G
Business,"Paid employees for pay period including March 12",Manufacturing,"12,542",G,"37,469",H,"40,237",G,"32,555",G,"18,286",G,"22,121",G,"19,486",G,"45,052",G,"21,840",G,"39,188",G,"39,029",G,"34,075",G,"25,125",G,"18,556",G,"30,693",G,"40,713",G,"41,547",G
Business,"Paid employees for pay period including March 12","Wholesale trade","7,258",G,"11,334",G,"23,637",G,"18,705",G,"12,994",G,"19,133",G,"27,469",G,"37,845",G,"11,741",G,"38,912",G,"27,166",G,"10,102",G,"11,385",G,"8,134",G,"13,106",G,"11,316",G,"13,390",G
Business,"Paid employees for pay period including March 12","Retail trade","24,220",G,"24,524",G,"24,283",G,"27,156",G,"39,741",G,"47,738",G,"30,025",G,"37,345",G,"38,820",G,"35,798",G,"42,030",G,"28,925",H,"42,923",G,"29,930",G,"28,373",G,"27,754",G,"41,874",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","8,652",G,"16,617",G,"24,179",G,"23,077",H,"27,410",H,"31,884",G,"17,839",H,"21,471",G,"7,291",G,"8,821",G,"20,547",G,"10,462",G,"18,789",H,"23,980",G,"7,379",G,"15,775",G,"15,604",G
Business,"Paid employees for pay period including March 12",Information,"2,072",H,"3,019",G,"2,346",G,"2,606",H,"5,439",G,"7,262",H,"40,403",G,"14,251",G,"3,610",G,"3,765",G,"5,678",H,"2,389",G,"4,844",G,"1,886",G,"2,428",G,"1,839",G,"3,525",H
Business,"Paid employees for pay period including March 12","Finance and insurance","4,120",G,"4,429",G,"7,296",G,"7,471",G,"13,365",H,"18,105",G,"145,464",G,"22,480",H,"15,543",G,"15,781",G,"14,720",G,"7,252",G,"11,751",G,"4,941",H,"9,157",G,"8,295",H,"26,165",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","2,088",G,"2,416",H,"3,082",G,"5,627",G,"9,804",G,"4,231",G,"18,247",G,"5,612",G,"3,739",G,"4,367",G,"3,849",G,"2,030",G,"4,304",G,"1,927",G,"1,599",G,"1,457",G,"2,941",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","5,795",G,"4,722",G,"8,593",H,"10,088",G,"20,090",G,"28,217",G,"170,394",G,"27,847",G,"16,816",G,"35,342",G,"25,937",G,"6,155",G,"13,772",G,"6,230",G,"5,475",G,"5,512",G,"14,142",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","1,027",G,"1,909",H,"3,626",H,"5,959",G,"7,379",H,"16,263",G,"49,732",G,"25,854",G,"11,588",G,"26,431",G,"12,463",G,"12,552",H,"5,986",H,"1,102",H,"6,023",J,904,G,"20,376",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","12,378",G,"7,288",G,"14,632",G,"19,903",G,"14,758",G,"29,643",G,"51,708",G,"29,332",G,"10,805",G,"16,814",G,"32,768",G,"6,359",G,"12,935",G,"10,242",G,"5,707",G,"8,748",G,"19,491",G
Business,"Paid employees for pay period including March 12","Educational services","23,953",H,"1,862",G,"5,814",H,"2,265",G,"12,236",H,"10,574",G,"28,143",G,"5,978",H,"27,293",H,"7,932",G,"6,708",G,"1,590",G,"3,749",G,"3,509",G,"4,056",H,"1,357",H,"9,390",H
Business,"Paid employees for pay period including March 12","Health care and social assistance","43,290",G,"38,299",G,"25,006",G,"29,472",G,"64,810",G,"46,949",G,"109,967",G,"40,161",G,"60,736",G,"40,331",G,"44,008",G,"38,525",G,"60,500",G,"26,635",G,"34,845",G,"26,314",G,"64,880",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","1,828",G,"1,777",G,"1,792",G,"2,827",G,"7,403",G,"4,001",G,"7,924",G,"5,491",G,"3,942",G,"5,366",G,"5,081",G,"1,706",G,"4,087",G,"2,514",H,"2,456",G,"2,399",G,"3,868",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","17,787",G,"15,820",G,"16,966",G,"19,859",G,"36,953",G,"30,448",G,"45,845",G,"27,563",G,"23,088",G,"26,181",G,"27,209",G,"20,724",G,"33,663",G,"21,719",G,"19,549",G,"19,033",G,"28,890",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","9,161",G,"8,207",G,"9,067",G,"8,946",G,"19,090",G,"17,053",G,"29,752",G,"14,876",G,"11,832",G,"11,013",G,"11,928",G,"10,117",G,"14,987",G,"8,757",G,"9,356",G,"10,779",H,"15,608",G
Business,"Paid employees for pay period including March 12","Industries not classified",41,J,14,G,13,J,27,J,16,J,10,J,29,H,16,J,10,G,21,H,18,J,35,H,19,J,7,J,27,H,23,H,14,J
Business,"Annual payroll ($1,000)","Total for all sectors","10,158,273",G,"9,035,852",G,"13,530,647",G,"13,701,074",G,"19,477,932",G,"22,301,494",G,"89,804,479",G,"26,012,011",G,"17,373,665",G,"28,710,611",G,"20,325,149",G,"9,068,838",G,"14,698,519",G,"8,941,508",G,"8,753,013",G,"9,895,014",G,"20,000,659",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",245,G,"2,231",G,0,N,0,N,"1,091",J,283,G,"1,087",J,"3,401",J,"1,469",H,"3,606",G,"1,568",G,"11,192",H,"1,548",H,"7,338",G,"23,882",H,"23,707",H,"10,504",H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","1,021",G,"15,767",J,0,N,"17,730",J,0,N,99,J,0,N,"7,732",H,"4,085",H,"12,059",H,"17,271",G,"188,358",G,"17,434",H,"59,112",H,"61,615",G,"24,035",G,"8,217",H
Business,"Annual payroll ($1,000)",Utilities,"204,612",J,"79,129",H,"124,777",H,"97,356",H,"45,313",G,"323,372",J,"552,523",G,"41,363",G,"19,557",G,"123,423",H,"267,236",H,"193,300",G,"230,138",H,"182,468",H,"242,818",G,"391,025",J,"294,659",G
Business,"Annual payroll ($1,000)",Construction,"1,001,656",G,"662,983",G,"1,240,656",G,"824,303",G,"866,115",G,"1,757,763",G,"1,400,446",G,"1,660,195",G,"650,884",G,"1,013,898",G,"1,310,759",G,"607,373",G,"1,066,692",G,"925,679",G,"575,043",G,"825,406",G,"892,246",G
Business,"Annual payroll ($1,000)",Manufacturing,"1,060,030",G,"2,287,055",H,"2,513,827",G,"2,262,943",G,"1,236,128",G,"1,541,709",G,"1,245,141",G,"3,348,095",G,"1,551,328",G,"4,252,703",H,"2,621,224",G,"1,711,466",G,"1,786,373",G,"1,205,220",G,"1,788,795",G,"2,571,056",G,"2,800,305",G
Business,"Annual payroll ($1,000)","Wholesale trade","537,428",G,"723,925",G,"1,782,181",G,"1,487,682",G,"1,084,723",G,"1,846,533",G,"3,335,541",G,"3,383,885",G,"1,039,202",G,"5,406,504",G,"2,208,712",G,"543,038",G,"791,134",G,"567,335",H,"783,800",G,"747,115",G,"897,536",G
Business,"Annual payroll ($1,000)","Retail trade","732,981",G,"751,514",G,"882,540",G,"862,493",G,"1,452,251",G,"1,704,617",G,"1,179,963",G,"1,332,915",G,"1,383,944",G,"1,290,597",G,"1,494,865",G,"879,450",G,"1,257,228",G,"904,078",G,"834,745",G,"852,083",G,"1,233,146",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","371,172",G,"772,539",G,"1,368,853",G,"1,575,437",H,"2,029,501",H,"1,388,142",G,"1,563,605",H,"1,202,179",G,"312,801",G,"445,387",G,"984,540",G,"502,554",G,"936,068",G,"1,192,102",G,"375,440",G,"865,795",G,"785,874",G
Business,"Annual payroll ($1,000)",Information,"126,727",H,"198,439",G,"177,198",G,"185,973",H,"470,114",G,"944,432",G,"6,709,361",G,"1,481,604",H,"281,990",G,"388,993",G,"605,901",H,"122,989",G,"359,764",G,"119,919",G,"114,730",G,"118,919",H,"215,655",H
Business,"Annual payroll ($1,000)","Finance and insurance","289,032",G,"233,235",G,"1,051,330",G,"760,689",G,"1,761,947",H,"1,898,199",G,"23,535,624",G,"2,462,260",H,"1,696,514",H,"2,008,382",G,"1,541,890",G,"411,206",G,"896,972",G,"384,893",H,"546,682",G,"624,570",H,"2,522,646",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","115,820",G,"113,340",H,"201,655",G,"411,234",G,"583,806",G,"294,965",G,"2,066,240",G,"461,442",G,"224,422",G,"340,141",G,"228,025",G,"81,619",G,"192,218",G,"126,748",G,"59,470",G,"71,031",G,"130,372",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","368,574",G,"275,995",G,"619,359",G,"740,767",G,"1,729,471",G,"2,169,090",G,"23,854,202",G,"2,538,071",G,"1,695,199",G,"3,920,920",G,"2,416,991",H,"353,591",G,"1,070,159",G,"379,218",G,"283,634",G,"332,423",G,"1,340,722",H
Business,"Annual payroll ($1,000)","Management of companies and enterprises","100,874",H,"140,644",H,"318,253",H,"852,783",G,"782,174",H,"2,241,132",G,"7,519,798",G,"2,541,633",G,"1,278,748",H,"4,460,613",G,"1,320,934",G,"677,544",H,"611,001",H,"108,533",H,"466,268",H,"78,885",G,"2,860,039",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","542,961",G,"314,892",G,"661,258",G,"927,177",G,"787,390",G,"1,392,171",G,"3,825,142",G,"1,533,810",G,"606,305",G,"995,914",G,"1,420,414",G,"227,684",G,"514,491",G,"473,713",G,"213,489",G,"332,479",G,"761,416",G
Business,"Annual payroll ($1,000)","Educational services","1,521,428",H,"67,377",G,"206,567",H,"101,490",G,"488,376",H,"463,384",H,"1,515,076",G,"302,490",H,"1,873,098",J,"335,366",G,"232,983",G,"36,226",G,"103,302",G,"121,819",G,"104,493",H,"31,417",H,"266,444",H
Business,"Annual payroll ($1,000)","Health care and social assistance","2,384,401",H,"1,717,033",G,"1,449,486",H,"1,579,917",G,"3,684,646",G,"2,634,743",G,"6,662,701",G,"2,026,844",G,"3,496,634",H,"2,177,890",G,"2,426,336",G,"1,799,480",G,"3,516,447",G,"1,381,463",G,"1,635,023",G,"1,179,135",G,"3,827,249",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","53,452",G,"53,296",H,"70,025",G,"106,583",G,"421,387",H,"148,363",H,"895,343",H,"206,609",G,"128,072",G,"440,497",H,"143,517",G,"52,027",G,"109,227",G,"56,929",G,"51,147",G,"54,604",G,"88,831",G
Business,"Annual payroll ($1,000)","Accommodation and food services","369,728",G,"302,223",G,"488,137",G,"513,417",G,"1,199,628",G,"736,306",G,"1,706,332",G,"680,163",G,"616,031",G,"630,873",G,"615,136",G,"369,340",G,"668,559",G,"442,969",G,"336,362",G,"357,591",G,"561,554",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","374,637",G,"323,580",G,"370,182",G,"392,123",G,"852,825",G,"815,896",G,"2,233,092",G,"796,577",G,"512,965",G,"462,277",G,"466,069",G,"299,671",G,"569,328",G,"301,746",G,"254,851",G,"413,510",H,"503,000",G
Business,"Annual payroll ($1,000)","Industries not classified","1,494",G,655,H,721,J,859,J,"1,046",G,295,H,"1,261",H,743,J,417,G,568,H,778,H,730,G,436,H,226,H,726,J,228,J,244,H
Business,"Total Establishments","Total for all sectors","13,043",X,"12,292",X,"17,418",X,"14,643",X,"25,288",X,"23,694",X,"29,867",X,"23,364",X,"20,661",X,"21,864",X,"21,999",X,"15,842",X,"17,504",X,"14,279",X,"15,657",X,"14,370",X,"17,891",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",7,X,17,X,0,N,0,N,7,X,4,X,4,X,7,X,6,X,29,X,18,X,62,X,10,X,18,X,50,X,59,X,25,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",5,X,7,X,0,N,6,X,0,N,3,X,0,N,12,X,3,X,6,X,18,X,222,X,11,X,26,X,63,X,36,X,17,X
Business,"Total Establishments",Utilities,18,X,30,X,10,X,31,X,12,X,34,X,50,X,15,X,9,X,22,X,41,X,75,X,75,X,30,X,81,X,52,X,86,X
Business,"Total Establishments",Construction,"1,422",X,"1,021",X,"2,254",X,"1,264",X,"2,186",X,"2,353",X,974,X,"2,707",X,"1,913",X,"2,079",X,"2,093",X,"1,533",X,"1,277",X,"1,499",X,"1,851",X,"1,735",X,"1,306",X
Business,"Total Establishments",Manufacturing,426,X,559,X,"1,344",X,676,X,608,X,701,X,696,X,"1,131",X,579,X,855,X,978,X,611,X,498,X,539,X,643,X,766,X,841,X
Business,"Total Establishments","Wholesale trade",544,X,622,X,"1,266",X,774,X,"1,046",X,"1,309",X,"1,208",X,"1,760",X,921,X,"1,249",X,"1,354",X,718,X,659,X,584,X,879,X,784,X,826,X
Business,"Total Establishments","Retail trade","1,579",X,"1,728",X,"1,709",X,"1,823",X,"2,504",X,"2,411",X,"2,164",X,"2,047",X,"2,215",X,"2,191",X,"2,262",X,"2,366",X,"2,643",X,"1,707",X,"2,219",X,"1,919",X,"2,606",X
Business,"Total Establishments","Transportation and warehousing",870,X,844,X,"1,792",X,"1,556",X,"1,271",X,"2,005",X,662,X,"2,449",X,975,X,931,X,"1,536",X,673,X,565,X,"1,349",X,790,X,852,X,643,X
Business,"Total Establishments",Information,179,X,190,X,242,X,221,X,450,X,354,X,"1,078",X,408,X,331,X,299,X,334,X,302,X,314,X,177,X,278,X,207,X,298,X
Business,"Total Establishments","Finance and insurance",644,X,701,X,646,X,856,X,"1,338",X,"1,637",X,"2,766",X,"1,339",X,"1,105",X,"1,351",X,"1,304",X,"1,161",X,"1,284",X,704,X,"1,179",X,935,X,"1,245",X
Business,"Total Establishments","Real estate and rental and leasing",557,X,470,X,668,X,573,X,"1,588",X,"1,019",X,"1,826",X,853,X,"1,073",X,"1,084",X,871,X,463,X,793,X,522,X,487,X,461,X,721,X
Business,"Total Establishments","Professional, scientific, and technical services","1,112",X,763,X,"1,654",X,"1,238",X,"3,832",X,"2,904",X,"7,181",X,"2,935",X,"3,022",X,"3,221",X,"2,980",X,"1,011",X,"1,579",X,"1,382",X,913,X,924,X,"1,504",X
Business,"Total Establishments","Management of companies and enterprises",35,X,58,X,69,X,119,X,162,X,213,X,435,X,216,X,105,X,169,X,175,X,62,X,145,X,44,X,70,X,50,X,117,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",713,X,666,X,942,X,821,X,"1,078",X,"1,170",X,"1,548",X,"1,474",X,981,X,"1,555",X,"1,385",X,682,X,841,X,840,X,685,X,783,X,859,X
Business,"Total Establishments","Educational services",228,X,134,X,213,X,173,X,456,X,338,X,517,X,261,X,440,X,405,X,294,X,99,X,208,X,190,X,109,X,101,X,189,X
Business,"Total Establishments","Health care and social assistance","1,762",X,"1,531",X,"1,400",X,"1,563",X,"3,260",X,"2,886",X,"2,904",X,"2,010",X,"2,910",X,"2,408",X,"2,399",X,"1,833",X,"2,029",X,"1,564",X,"1,440",X,"1,270",X,"2,150",X
Business,"Total Establishments","Arts, entertainment, and recreation",212,X,201,X,250,X,199,X,533,X,348,X,515,X,280,X,399,X,432,X,364,X,233,X,341,X,232,X,290,X,306,X,325,X
Business,"Total Establishments","Accommodation and food services","1,264",X,"1,251",X,"1,340",X,"1,444",X,"2,418",X,"1,915",X,"2,703",X,"1,683",X,"1,699",X,"1,667",X,"1,692",X,"1,508",X,"2,050",X,"1,360",X,"1,600",X,"1,435",X,"2,000",X
Business,"Total Establishments","Other services (except public administration)","1,446",X,"1,482",X,"1,605",X,"1,298",X,"2,526",X,"2,075",X,"2,612",X,"1,769",X,"1,962",X,"1,900",X,"1,885",X,"2,203",X,"2,166",X,"1,501",X,"2,008",X,"1,682",X,"2,125",X
Business,"Total Establishments","Industries not classified",20,X,17,X,11,X,6,X,13,X,15,X,23,X,8,X,13,X,11,X,16,X,25,X,16,X,11,X,22,X,13,X,8,X

"Source: 2021 County Business Patterns for Congressional Districts"
